Recipient,INST_TYPE_1,INST_TYPE_2,total_awards,grants,contracts,student_aid,Total_Federal_Investment
Washington Hospital School of Nursing,Private not-for-profit, 2-year,0,0,0,534543.3,534543.3
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,Public, less-than 2-year,0,0,0,269692,269692
Washington State Community College,Public, 2-year,0,740240.51,0,4709959.2,5450199.7
Washington State University,Public, 4-year or above,2050997.31,136264431.6,2050997.31,215291961.2,353607390.1
Washington University in St Louis,Private not-for-profit, 4-year or above,4504355.08,536646166.9,4504355.08,89131888.6,630282410.6
Washtenaw Community College,Public, 2-year,0,0,0,29421687.2,29421687.2
Watkins College of Art Design & Film,Private not-for-profit, 4-year or above,0,0,0,2169788.6,2169788.6
Waubonsee Community College,Public, 2-year,0,1472403,0,11330209,12802612
Waukesha County Technical College,Public, 2-year,0,-71610,0,13014437,12942827
Wave Leadership College,Private not-for-profit, 2-year,0,0,0,340014,340014
Wayland Baptist University,Private not-for-profit, 4-year or above,0,0,0,33135828,33135828
Wayne Community College,Public, 2-year,0,450000,0,4858327.3,5308327.3
Wayne County Community College District,Public, 2-year,0,427591,0,38847319.9,39274910.9
Wayne County Schools Career Center,Public, less-than 2-year,0,0,0,743077.9,743077.9
Wayne Finger Lakes BOCES-Practical Nursing Program,Public, less-than 2-year,0,0,0,1511612,1511612
Wayne State College,Public, 4-year or above,0,339067,0,17452163.6,17791230.6
Wayne State University,Public, 4-year or above,18960876.49,89299077.61,18960876.49,219703285.6,327963239.7
Waynesburg University,Private not-for-profit, 4-year or above,0,0,0,14720860,14720860
Weatherford College,Public, 2-year,0,589908,0,11794683.2,12384591.2
Webb Institute,Private not-for-profit, 4-year or above,0,140231,0,219758,359989
Webber International University,Private not-for-profit, 4-year or above,0,0,0,11469237,11469237
Weber State University,Public, 4-year or above,12301.87,3188884.72,12301.87,66375395,69576581.6
Webster University,Private not-for-profit, 4-year or above,0,620485.09,0,97393307.6,98013792.7
Welch College,Private not-for-profit, 4-year or above,0,0,0,1831950.9,1831950.9
Wellesley College,Private not-for-profit, 4-year or above,0,2429948,0,6739375,9169323
Wells College,Private not-for-profit, 4-year or above,0,0,0,5553648,5553648
Wenatchee Valley College,Public, 2-year,0,721841,0,7526986.8,8248827.8
Wentworth Institute of Technology,Private not-for-profit, 4-year or above,0,352350,0,34823597.2,35175947.2
Wesley Biblical Seminary,Private not-for-profit, 4-year or above,0,0,0,330641,330641
Wesley College,Private not-for-profit, 4-year or above,0,248353,0,17267821,17516174
Wesley Theological Seminary,Private not-for-profit, 4-year or above,123350,0,123350,2151280,2274630
Wesleyan College,Private not-for-profit, 4-year or above,0,0,0,5494802.4,5494802.4
Wesleyan University,Private not-for-profit, 4-year or above,0,4981640.99,0,10663177,15644818
West Chester University of Pennsylvania,Public, 4-year or above,3856.58,1968524,3856.58,119353583.2,121325963.8
West Georgia Technical College,Public, 2-year,0,0,0,17307961.2,17307961.2
West Hills College-Coalinga,Public, 2-year,0,3413682,0,4875816.9,8289498.9
West Hills College-Lemoore,Public, 2-year,0,0,0,8714558,8714558
West Kentucky Community and Technical College,Public, 2-year,0,23118.96,0,13319390.9,13342509.9
West Liberty University,Public, 4-year or above,0,0,0,17772710.9,17772710.9
West Los Angeles College,Public, 4-year or above,0,2604399,0,10866453.7,13470852.7
West Shore Community College,Public, 2-year,0,0,0,2259185,2259185
West Texas A & M University,Public, 4-year or above,9177.99,4839366.47,9177.99,54585813.1,59434357.6
West Virginia Northern Community College,Public, 2-year,0,-291116.78,0,4919441.4,4628324.6
West Virginia School of Osteopathic Medicine,Public, 4-year or above,811747.36,609948,811747.36,22800830,24222525.4
West Virginia State University,Public, 4-year or above,0,7352634.04,0,16639763.7,23992397.7
West Virginia University,Public, 4-year or above,18871330.79,68232205.54,18871330.79,240737914,327841450.3
West Virginia University at Parkersburg,Public, 4-year or above,0,-174381.4,0,10310978.3,10136596.9
West Virginia Wesleyan College,Private not-for-profit, 4-year or above,0,2018038,0,10207699.4,12225737.4
Western Area Career & Technology Center,Public, less-than 2-year,0,0,0,909195.2,909195.2
Western Carolina University,Public, 4-year or above,285551.22,3398237.92,285551.22,84102394.4,87786183.5
Western Connecticut State University,Public, 4-year or above,0,1310675,0,36172921,37483596
Western Illinois University,Public, 4-year or above,14786,1997074,14786,70078633,72090493
Western Iowa Tech Community College,Public, 2-year,0,1367263.25,0,14148024.8,15515288.1
Western Kentucky University,Public, 4-year or above,0,6624860.38,0,111360614,117985474.4
Western Michigan University,Public, 4-year or above,162761.52,19095095.46,162761.52,162301662,181559519
Western Michigan University-Thomas M. Cooley Law School,Private not-for-profit, 4-year or above,0,0,0,60230254,60230254
Western Nebraska Community College,Public, 2-year,0,645499,0,3447414.3,4092913.3
Western Nevada College,Public, 4-year or above,0,181178.44,0,5033940.2,5215118.6
Western New England University,Private not-for-profit, 4-year or above,0,0,0,44093935.3,44093935.3
Western New Mexico University,Public, 4-year or above,5000,-250.13,5000,19005005.7,19009755.6
Western Oklahoma State College,Public, 2-year,0,642137,0,3869394.6,4511531.6
Western Oregon University,Public, 4-year or above,0,2063004.99,0,36146113.5,38209118.5
Western Piedmont Community College,Public, 2-year,0,-245846.12,0,3135199.1,2889353
Western Seminary,Private not-for-profit, 4-year or above,0,0,0,1729553,1729553
Western State Colorado University,Public, 4-year or above,0,261243.09,0,16786692,17047935.1
Western Suffolk BOCES,Public, 2-year,0,0,0,1548441,1548441
Western Technical College,Public, 2-year,0,643869.95,0,16472409,17116278.9
Western Technology Center,Public, less-than 2-year,0,0,0,309284.8,309284.8
Western Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,371166,371166
Western University of Health Sciences,Private not-for-profit, 4-year or above,958496.98,4187968,958496.98,172063824,177210289
Western Washington University,Public, 4-year or above,12645,6914137.04,12645,80058599,86985381
Western Wyoming Community College,Public, 2-year,0,0,0,3683945.9,3683945.9
Westfield State University,Public, 4-year or above,0,750249,0,40181464,40931713
WestMed College,Private not-for-profit, less-than 2-year,0,0,0,135138,135138
Westminster College,Private not-for-profit, 4-year or above,0,0,0,5900268,5900268
Westminster College,Private not-for-profit, 4-year or above,0,0,0,10379524,10379524
Westminster College,Private not-for-profit, 4-year or above,0,254243,0,18522399.5,18776642.5
Westminster Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,908474,908474
Westminster Theological Seminary in California,Private not-for-profit, 4-year or above,0,0,0,666759,666759
Westmont College,Private not-for-profit, 4-year or above,0,0,0,9532898,9532898
Westmoreland County Community College,Public, 2-year,-3502.5,810896,-3502.5,19830909,20638302.5
Wharton County Junior College,Public, 2-year,0,9410.01,0,10630173.7,10639583.7
Whatcom Community College,Public, 2-year,0,5772952,0,8172083.9,13945035.9
Wheaton College,Private not-for-profit, 4-year or above,0,569363,0,17825416.4,18394779.4
Wheaton College,Private not-for-profit, 4-year or above,0,0,0,11264019,11264019
Wheeling Jesuit University,Private not-for-profit, 4-year or above,0,237961.21,0,12643224,12881185.2
White Earth Tribal and Community College,Private not-for-profit, 2-year,0,1926335,0,389354.6,2315689.6
White Mountains Community College,Public, 2-year,0,0,0,5261653,5261653
Whitman College,Private not-for-profit, 4-year or above,0,770026,0,4918988.8,5689014.8
Whittier College,Private not-for-profit, 4-year or above,0,518371.6,0,22169351,22687722.6
Whitworth University,Private not-for-profit, 4-year or above,0,325000,0,24412540.5,24737540.5
Wichita Area Technical College,Public, 2-year,0,-13582.18,0,15539080.3,15525498.1
Wichita State University,Public, 4-year or above,5551880,24486107.08,5551880,81345211,111383198.1
Widener University,Private not-for-profit, 4-year or above,0,1059583,0,95277861,96337444
Wilberforce University,Private not-for-profit, 4-year or above,0,2538127,0,6403490,8941617
Wiley College,Private not-for-profit, 4-year or above,0,2716875.94,0,9722758,12439633.9
Wilkes Community College,Public, 2-year,0,347131,0,4872979.8,5220110.8
Wilkes University,Private not-for-profit, 4-year or above,0,424915,0,36084421,36509336
Wilkes-Barre Area Career and Technical Center Practical Nursing,Public, less-than 2-year,0,0,0,2161894,2161894
Willamette University,Private not-for-profit, 4-year or above,0,861549,0,28123888.2,28985437.2
William Carey University,Private not-for-profit, 4-year or above,77123.22,0,77123.22,60467301.3,60544424.5
William James College,Private not-for-profit, 4-year or above,53458.77,350000,53458.77,20876763,21280221.8
William Jessup University,Private not-for-profit, 4-year or above,0,0,0,13568192.2,13568192.2
William Jewell College,Private not-for-profit, 4-year or above,0,10000,0,6743657,6753657
William Moore College of Technology,Private not-for-profit, 2-year,0,0,0,384217.6,384217.6
William Paterson University of New Jersey,Public, 4-year or above,-250,812314,-250,73853324,74665388
William Peace University,Private not-for-profit, 4-year or above,0,0,0,11510327.6,11510327.6
William Penn University,Private not-for-profit, 4-year or above,0,0,0,12299869,12299869
William Rainey Harper College,Public, 2-year,0,470879,0,17733665.5,18204544.5
William T McFatter Technical College,Public, 2-year,0,0,0,946162,946162
William Woods University,Private not-for-profit, 4-year or above,0,0,0,15761171,15761171
Williams Baptist College,Private not-for-profit, 4-year or above,0,0,0,3612818,3612818
Williams College,Private not-for-profit, 4-year or above,0,152736.02,0,6147003,6299739
Williamsburg Technical College,Public, 2-year,0,557853,0,1607869.6,2165722.6
Williamson Christian College,Private not-for-profit, 4-year or above,0,0,0,171342,171342
Williston State College,Public, 2-year,0,0,0,2637314,2637314
Willoughby-Eastlake School of Practical Nursing,Public, less-than 2-year,0,0,0,1227391.3,1227391.3
Wilmington College,Private not-for-profit, 4-year or above,0,502012,0,11509656.4,12011668.4
Wilmington University,Private not-for-profit, 4-year or above,0,0,0,76607704,76607704
Wilson College,Private not-for-profit, 4-year or above,0,758482,0,9616063,10374545
Wilson Community College,Public, 2-year,0,668302,0,4794635.4,5462937.4
Wilson Workforce and Rehabilitation Center,Public, less-than 2-year,0,0,0,91729,91729
Windward Community College,Public, 2-year,0,4960170,0,3770401,8730571
Winebrenner Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,351538,351538
Winona State University,Public, 4-year or above,0,530453,0,43270505,43800958
Winston-Salem State University,Public, 4-year or above,1962.45,11938714,1962.45,50731430.4,62672106.9
Winthrop University,Public, 4-year or above,0,1002499.72,0,49187750,50190249.7
Wiregrass Georgia Technical College,Public, 2-year,0,720917,0,7420507.7,8141424.7
Wisconsin Indianhead Technical College,Public, 2-year,0,-30072.97,0,9902364,9872291
Wisconsin Lutheran College,Private not-for-profit, 4-year or above,0,0,0,8649095,8649095
Wisconsin School of Professional Psychology,Private not-for-profit, 4-year or above,0,0,0,1684461,1684461
Withlacoochee Technical College,Public, 2-year,0,0,0,863080.8,863080.8
Wittenberg University,Private not-for-profit, 4-year or above,0,638929,0,18060466,18699395
Wofford College,Private not-for-profit, 4-year or above,0,8919,0,8887694,8896613
Won Institute of Graduate Studies,Private not-for-profit, 4-year or above,0,0,0,911318,911318
Wongu University of Oriental Medicine,Private not-for-profit, 4-year or above,0,0,0,418836,418836
Wood County School of Practical Nursing,Public, less-than 2-year,0,0,0,143063.2,143063.2
Woodbury University,Private not-for-profit, 4-year or above,0,593245,0,14257453,14850698
Woodland Community College,Public, 2-year,0,1055881,0,4289304.8,5345185.8
Wor-Wic Community College,Public, 2-year,0,968950,0,6794218.4,7763168.4
Worcester Polytechnic Institute,Private not-for-profit, 4-year or above,773097.75,26131594.98,773097.75,28739674,55644366.7
Worcester State University,Public, 4-year or above,0,0,0,30345383.9,30345383.9
Word of Life Bible Institute,Private not-for-profit, 2-year,0,0,0,3058362,3058362
World Mission University,Private not-for-profit, 4-year or above,0,0,0,293615,293615
Wright Graduate University for the Realization of Human Potential,Private not-for-profit, 4-year or above,0,0,0,226655,226655
Wright State University-Main Campus,Public, 4-year or above,6982591.38,17543843.3,6982591.38,97166914,121693348.7
Wyotech-Daytona,Private not-for-profit, 2-year,0,0,0,428120,428120
Wyotech-Laramie,Private not-for-profit, 2-year,0,0,0,8437163,8437163
Wytheville Community College,Public, 2-year,0,1030704.35,0,4247810.7,5278515
Xavier University,Private not-for-profit, 4-year or above,73000,1291439,73000,48390339.8,49754778.8
Xavier University of Louisiana,Private not-for-profit, 4-year or above,0,26596398.67,0,52540181.1,79136579.8
Yakima Valley College,Public, 4-year or above,0,3096355,0,15223701.1,18320056.1
Yale University,Private not-for-profit, 4-year or above,11180477.71,534665902.8,11180477.71,80797038.5,626643419
Yavapai College,Public, 2-year,0,1041914.02,0,12593462.9,13635376.9
Yeshiva College of the Nations Capital,Private not-for-profit, 4-year or above,0,0,0,43564,43564
Yeshiva D'monsey Rabbinical College,Private not-for-profit, 4-year or above,0,0,0,406640,406640
