"parent","parent_plain","child","child_plain","fiscal_year","federal_revenue","cpi_auc_start","cpi_auc_end","inflation_rate","federal_revenue_adjusted","percent_total","federal_revenue_source_url","federal_revenue_source_url_name","cpi_source_url","cpi_source_url_name"
"Excise Taxes","Excise Taxes","Airport and Airway Trust Fund","Airport and Airway Trust Fund",2018,15531904106,252.439,256.759,1.0171130451317,15797702282,16.35,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Airport and Airway Trust Fund Refunds","Airport and Airway Trust Fund Refunds",2018,-15353485,252.439,256.759,1.0171130451317,-15616230,-0.02,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Highway Trust Fund","Highway Trust Fund",2018,42979507984,252.439,256.759,1.0171130451317,43715018244,45.25,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Highway Trust Fund Refunds","Highway Trust Fund Refunds",2018,-436754000,252.439,256.759,1.0171130451317,-444228191,-0.46,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Black Lung Disability Trust Fund","Black Lung Disability Trust Fund",2018,394677130,252.439,256.759,1.0171130451317,401431258,0.42,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","","",2018,22983076198,252.439,256.759,1.0171130451317,23376386619,0.69,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes Refunds","Estate and Gift Taxes Refunds",2018,-882592721,252.439,256.759,1.0171130451317,-897696570,-3.84,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes",2018,23865668919,252.439,256.759,1.0171130451317,24274083188,103.84,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","","",2018,41298963822,252.439,256.759,1.0171130451317,42005714854,1.24,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","Customs Duties Refunds","Customs Duties Refunds",2018,-1797302387,252.439,256.759,1.0171130451317,-1828059704,-4.35,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","Customs Duties","Customs Duties",2018,43096266209,252.439,256.759,1.0171130451317,43833774557,104.35,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","","",2018,110505101069,252.439,256.759,1.0171130451317,112396179851,3.32,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Miscellaneous Receipts Refunds","Miscellaneous Receipts Refunds",2018,-25693572,252.439,256.759,1.0171130451317,-26133267,-0.02,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Deposit of Earnings, Federal Reserve System","Federal Reserve Deposit of Earnings",2018,70749918053,252.439,256.759,1.0171130451317,71960664593,64.02,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Universal Service Fund","Universal Service Fund",2018,9396053384,252.439,256.759,1.0171130451317,9556848470,8.5,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Other Miscellaneous Receipts","Other Miscellaneous Revenue",2018,30384823204,252.439,256.759,1.0171130451317,30904800055,27.5,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","","",2019,1717857487902,256.759,256.759,1,1717857487902,49.62,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Individual Income Taxes Refunds","Individual Income Taxes Refunds",2019,-244757530122,256.759,256.759,1,-244757530122,-14.25,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Individual Income Taxes Withheld","Individual Income Taxes Withheld",2019,1328272233302,256.759,256.759,1,1328272233302,77.32,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Presidential Election Campaign Fund","Presidential Election Campaign Fund",2019,25183178,256.759,256.759,1,25183178,0,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Other Individual Income Taxes","Other Individual Income Taxes",2019,634317601544,256.759,256.759,1,634317601544,36.92,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Corporation Income Taxes","Corporate Income Taxes","","",2019,230244746814,256.759,256.759,1,230244746814,6.65,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Corporation Income Taxes","Corporate Income Taxes","Corporation Income Taxes Refunds","Corporate Income Taxes Refunds",2019,-47171358443,256.759,256.759,1,-47171358443,-20.49,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Corporation Income Taxes","Corporate Income Taxes","Corporation Income Taxes","Corporate Income Taxes",2019,277416105257,256.759,256.759,1,277416105257,120.49,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","","",2019,1191874423053,256.759,256.759,1,1191874423053,34.43,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Old-Age and Survivors Insurance Trust Fund","Social Security - Old-Age and Survivors Insurance Trust Fund Taxes",2019,773219881153,256.759,256.759,1,773219881153,64.87,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Old-Age and Survivors Insurance Trust Fund Refunds","Social Security - Old-Age and Survivors Insurance Trust Fund Taxes Refunds",2019,-2937787000,256.759,256.759,1,-2937787000,-0.25,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Disability Insurance Trust Fund","Social Security - Disability Insurance Trust Fund Taxes",2019,144714458817,256.759,256.759,1,144714458817,12.14,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Disability Insurance Trust Fund Refunds","Social Security - Disability Insurance Trust Fund Taxes Refunds",2019,-694173000,256.759,256.759,1,-694173000,-0.06,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Hospital Insurance Trust Fund","Medicare Part A Taxes",2019,277572043083,256.759,256.759,1,277572043083,23.29,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Other Retirement","Railroad Retirement","Railroad Retirement",2019,5609755236,256.759,256.759,1,5609755236,54.58,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Other Retirement","Railroad Retirement Refunds","Railroad Retirement Refunds",2019,-90215596,256.759,256.759,1,-90215596,-0.88,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","","",2019,40933978371,256.759,256.759,1,40933978371,1.18,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","Deposits by States","Deposits by States",2019,34624301486,256.759,256.759,1,34624301486,84.59,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","Federal Unemployment Taxes","Federal Unemployment Taxes",2019,6437694216,256.759,256.759,1,6437694216,15.73,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","Federal Unemployment Taxes Refunds","Federal Unemployment Taxes Refunds",2019,-259460476,256.759,256.759,1,-259460476,-0.63,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","Railroad Unemployment Taxes","Railroad Unemployment Taxes",2019,131443145,256.759,256.759,1,131443145,0.32,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Other Retirement","Other Retirement","","",2019,10278463382,256.759,256.759,1,10278463382,0.3,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Other Retirement","Other Retirement","Federal Employees' Retirement - Employee Share","Federal Government Pension: FERS",2019,4730219000,256.759,256.759,1,4730219000,46.02,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Other Retirement","Other Retirement","Non-Federal Federal Employees' Retirement","Non-Federal Federal Employees' Retirement",2019,28704742,256.759,256.759,1,28704742,0.28,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","","",2019,98914554368,256.759,256.759,1,98914554368,2.86,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Miscellaneous Excise Taxes","Miscellaneous Excise Taxes",2019,44773106990,256.759,256.759,1,44773106990,45.26,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Miscellaneous Excise Taxes Refunds","Miscellaneous Excise Taxes Refunds",2019,-5628912884,256.759,256.759,1,-5628912884,-5.69,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Airport and Airway Trust Fund","Airport and Airway Trust Fund",2019,15825253472,256.759,256.759,1,15825253472,16,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Airport and Airway Trust Fund Refunds","Airport and Airway Trust Fund Refunds",2019,-14272019,256.759,256.759,1,-14272019,-0.01,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Highway Trust Fund","Highway Trust Fund",2019,44185747061,256.759,256.759,1,44185747061,44.67,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Highway Trust Fund Refunds","Highway Trust Fund Refunds",2019,-439754000,256.759,256.759,1,-439754000,-0.44,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Black Lung Disability Trust Fund","Black Lung Disability Trust Fund",2019,213385748,256.759,256.759,1,213385748,0.22,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","","",2019,16671532322,256.759,256.759,1,16671532322,0.48,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes Refunds","Estate and Gift Taxes Refunds",2019,-893511190,256.759,256.759,1,-893511190,-5.36,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes",2019,17565043512,256.759,256.759,1,17565043512,105.36,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","","",2019,70783723012,256.759,256.759,1,70783723012,2.04,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","Customs Duties Refunds","Customs Duties Refunds",2019,-2677046429,256.759,256.759,1,-2677046429,-3.78,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","Customs Duties","Customs Duties",2019,73460769441,256.759,256.759,1,73460769441,103.78,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","","",2019,84636700924,256.759,256.759,1,84636700924,2.44,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Miscellaneous Receipts Refunds","Miscellaneous Receipts Refunds",2019,-34756177,256.759,256.759,1,-34756177,-0.04,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Deposit of Earnings, Federal Reserve System","Federal Reserve Deposit of Earnings",2019,52793314499,256.759,256.759,1,52793314499,62.38,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Universal Service Fund","Universal Service Fund",2019,9729891883,256.759,256.759,1,9729891883,11.5,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Other Miscellaneous Receipts","Other Miscellaneous Revenue",2019,22148250720,256.759,256.759,1,22148250720,26.17,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0919.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
