"opeid","school","subsidized13","unsubsidized13","parent13","grad_plus13","grants13","perkins13","FSEOG13","FWS13","subsidized14","unsubsidized14","parent14","grad_plus14","grants14","perkins14","FSEOG14","FWS14","subsidized15","unsubsidized15","parent15","grad_plus15","grants15","perkins15","FSEOG15","FWS15","subsidized16","unsubsidized16","parent16","grad_plus16","grants16","perkins16","FSEOG16","FWS16","subsidized17","unsubsidized17","parent17","grad_plus17","grants17","perkins17","FSEOG17","FWS17"
"00156600","FORT VALLEY STATE UNIVERSITY",10581558,19421495,2773413,62491,11149072,252623,57875,209463,8482834,17084571,2888105,127922,9079903,365812,35000,152992,7741623,16360012,3921630,390335,8717960.3,341909,30000,237835,7336720,15216945,5485659,251433,8586758.99,282108,24972,228511,7431176,15270544,5925587,671744,8948755.58,16325,260191,280597
"00156700","GAINESVILLE STATE COLLEGE",4558984,3398560,124008,0,NA,170910,NA,159334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00156800","INTERDENOMINATIONAL THEOLOGICAL CENTER",0,6771883,0,77779,NA,83839,NA,NA,0,5598131,0,68625,NA,84739,NA,NA,0,4627224,0,126580,NA,75435,NA,NA,0,4171604,0,194051,NA,80661,NA,NA,0,4184711,0,277970,NA,NA,NA,77294
"00156900","GEORGIA INSTITUTE OF TECHNOLOGY",18075320,36463384,24806254,6752142,11755158,765297,1646079,686575,17427540,36316476,24589705,7846013,11333257,665277,981222,800877,16639693,36215978,25014192,8358804,10718574,814590,1017683,746173,15932968,34929465,25615506,8004100,10290850,723174,688670,765165,15107954,36664694,24750991,9059431,10395506,781100,592645,713570
"00157000","SOUTHERN POLYTECHNIC STATE UNIVERSITY",6118892,10553869,781428,138275,4934958,218304,NA,134850,NA,NA,NA,NA,NA,225083,NA,133017,NA,NA,NA,NA,NA,179865,NA,216800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00157100","GEORGIA MILITARY COLLEGE",12289321,11947104,289953,0,19413487,188416,NA,282182,14006507,12294507,304656,0,19273282,197259,NA,218204,12660042,10733321,392226,0,18555184.15,147665,NA,364344,13246974,11965476,681610,0,19493908.22,206269,NA,410696,10229144,9211936,652900,0,15722590.39,NA,383033,292434
"00157200","GEORGIA SOUTHERN UNIVERSITY",40525123,57769242,10688387,1148847,30119061,500851,371174,308097,40692125,60349095,11264513,1224899,31265370,501549,350475,282708,38977061,56626278,14289170,1218357,30788710.11,476424,385205,347140,35753014,58823824,17424156,1166787,29642409.04,436650,327218,655855,32641356,56416714,19464993,1256312,28096964.17,317957,468344,472768
"00157300","GEORGIA SOUTHWESTERN STATE UNIVERSITY",6301482,8327143,354212,0,5671439,133807,100000,71807,5788231,7949820,403670,0,5202545,133782,31208,70706,5167994,8730302,671029,0,4831158,95292,45893,78037,5017767,9722113,880565,0,4794309.3,90899,63707,75630,4950307,10204384,892298,0,4792188.06,35500,73595,98941
"00157400","GEORGIA STATE UNIVERSITY",58879837,128113601,10884710,5221045,56671777,771367,344122,894312,65378387,132821994,12551285,6139071,76064974,876842,1047074,1096708,76448367,138903693,14783751,6680709,99267647.92,913633,468522,1092848,73562805,131210596,16548269,6820751,94378107.44,719294,235545,1304508,70971303,128051655,16210909,7050319,93916312.24,203331,1862543,1157476
"00157500","GORDON STATE COLLEGE",7605194,7670173,370387,0,10026590,137079,NA,115045,7502811,7480444,537905,0,9893775,73996,NA,123532,7153673,7467444,754009,0,10165898.3,73584,NA,124000,6538676,6668240,1047265,0,9304719.04,102814,NA,103250,5995006,6101016,983876,0,9128015.32,NA,118850,116818
"00157700","KENNESAW STATE UNIVERSITY",52958056,73511570,7420509,1115061,43619941,653720,27222,614640,59801147,86788091,10262199,1361902,50648680,474014,40464,674013,58955565,85213269,13840626,1366464,51126146.13,585994,34100,787928,59605258,83283073,18354789,1390642,51892176.56,808206,33500,1034733,59018647,83629336,19494052,1095058,52810385.59,NA,880250,1071468
"00157800","LAGRANGE COLLEGE",2393921,4259749,1042680,45244,1757236,87620,71000,89626,2383020,4203342,1071229,39644,1795184,82521,31000,66788,2467550,4292644,1342750,20323,1879799.07,71737,NA,70785,2416036,4446979,1617545,98142,1752861.07,65654,13750,65536,2408168,4215266,1587916,107926,1840517.48,NA,60000,48858
"00157900","GEORGIA REGENTS UNIVERSITY",5465071,50044225,312681,6769243,10906294,106556,157453,44381,10011979,67045002,878836,10945725,10248687,227328,321287,201236,NA,NA,NA,NA,NA,265115,527280,316259,NA,NA,NA,NA,NA,378640,497328,330000,NA,NA,NA,NA,NA,348068,313056,236693
"00158000","MERCER UNIVERSITY",11904520,84732021,2661582,26753343,8285912,645602,1347876,831604,11532248,86350691,2733733,27917687,8221066,713483,1217442,760569,10847588,85963447,3600514,26712029,7672584.28,889627,1137909,545088,10392946,83748150,4143475,24960226,7380248.58,983857,691452,783489,10171222,80443533,4928594,25010565,7367536.5,1339537,807449,1084634
"00158100","MIDDLE GEORGIA STATE COLLEGE",9131357,10878786,852150,0,18664986,85531,NA,75250,NA,NA,NA,NA,NA,235860,NA,224556,NA,NA,NA,NA,NA,187250,NA,212806,NA,NA,NA,NA,NA,209491,NA,199867,NA,NA,NA,NA,NA,NA,132669,172865
"00158200","MOREHOUSE COLLEGE",7030038,6894055,20045174,0,5032833,519066,NA,638344,5602941,5350385,19983924,0,4759555,563870,NA,327291,4994130,4912630,20943750,0,4776026,736878,274701,451702,4927058,4382391,23498084,0,4750240,640621,264088,443873,5381716,4670363,27470468,0,5229880,1230690,478817,616537
"00158500","UNIVERSITY OF NORTH GEORGIA",13295576,20195449,1512008,349900,22736730,197858,88338,100220,18499980,26689408,2040261,232853,23265408,361638,84619,276289,17733983,26880789,2480544,281806,23913745.37,341655,46635,110253,17241274,26442916,3061640,226749,24577359.91,365009,81255,355980,15927739,25293086,3459515,186534,23836386.9,24434,405737,466116
"00158600","OGLETHORPE UNIVERSITY",2295231,2669833,1486217,0,1779676,171565,77999,145533,2273923,2493892,1150493,0,1997993,141665,76800,139083,2302204,2403299,1574213,0,1940795,141504,123965,125244,2279098,2304409,2001810,0,1879030.98,127366,91120,150874,2553019,2471881,2301268,0,2208905.5,60800,162838,123998
"00158700","PAINE COLLEGE",2624640,3290141,704660,0,3116354,376632,NA,232991,2925616,3883672,811073,0,3294902,475597,NA,204791,2690396,3435618,1058899,0,3155474,448783,NA,236590,1517365,1637912,759071,0,1322806,349608,NA,196987,1315938,1313426,646665,0,2178054,NA,234770,275414
"00158800","PIEDMONT COLLEGE",3889949,13820067,1433118,2500,2975321,201555,NA,89039,3667535,12038509,1409887,14641,2725195,174728,NA,76703,3610531,14003829,1454466,39370,2893439,213729,NA,82574,3529466,16021052,1585275,18409,2783563,198443,NA,85005,3481493,16405701,1841614,91405,2891670,NA,80095,159815
"00158900","REINHARDT UNIVERSITY",2891499,3840127,1084545,0,2378153,57584,NA,58398,3031858,4105598,1118651,0,2584048,59132,NA,44390,3062435,4333518,1533947,0,2267597,63573,NA,57777,3036924,4381107,2064690,0,2222199,62870,NA,67812,3448153,4615100,2721525,0,2836992,NA,78688,77617
"00159000","SAVANNAH STATE UNIVERSITY",15032619,20616249,3968857,95114,16114015,382789,28631,226939,15185646,20832666,5173480,31945,17175567,381776,95510,282266,13802526,17713404,7250728,53139,16364539.73,397370,38701,251963,13977536,16862359,10181045,170844,16648220.31,375210,24944,224467,13093818,15868606,9417642,150221,16094165.68,104118,275744,472760
"00159100","SHORTER UNIVERSITY",7807487,13434269,1927849,0,6755298,213412,49000,175553,6443422,10997155,1782019,0,5864602,211578,36600,184584,5518763,11171790,2102848,0,4989669,191745,8000,137250,4776890,8483774,2210985,0,4228137,158727,16000,167834,3835565,7627148,2519744,0,3581206,24000,119667,122946
"00159200","SOUTH GEORGIA STATE COLLEGE",3770595,3789942,259755,0,8114936,191964,NA,136057,3483077,3355625,277205,0,7101163,241032,NA,182370,3736078,3346994,569782,0,6951966,244486,NA,180359,3420067,3154605,876494,0,6552739,265943,NA,276069,3240724,3300152,631165,0,6356644.22,NA,118460,275975
"00159400","SPELMAN COLLEGE",6269475,5768838,21680615,0,4706693,249208,351762,326829,6022022,5098885,23795549,0,4652908,235432,375928,326829,6001782,4981260,25221130,0,4881639,214238,422698,326829,5789291,4356320,28757818,0,4781457.5,224125,276261,326829,5784731,4148505,33206337,0,4852969.74,174855,323829,241543
"00159600","TOCCOA FALLS COLLEGE",2095665,1971515,550976,0,2035749,332687,1167,74667,2023916,1989353,707647,0,1996785,307929,1000,65938,1990266,1682671,911192,0,1842804.36,303162,NA,63383,2037525,1783356,1354712,0,2018613.54,296745,NA,77139,1988116,1730289,1216000,0,2036272.64,NA,59000,305520
"00159700","TRUETT MCCONNELL COLLEGE",1511187,1460468,326884,0,1432566,22737,NA,23316,1658094,1609447,406890,0,1371099,28894,NA,28969,1711112,1827409,644738,0,1577346,33660,NA,34260,NA,NA,NA,NA,NA,39887,NA,38071,NA,NA,NA,NA,NA,NA,34121,49481
"00159800","UNIVERSITY OF GEORGIA",31445384,105349360,14413204,13982031,27785186,842150,1334997,823745,30227806,104595536,20550204,14192870,15533007,776496,2112823,805817,30084610,104864251,28848531,15221428,27572931.88,785571,1616825,927333,29740887,102723740,33877353,16643046,26862804.5,861720,1614334,937472,29973258,102619478,37541596,16863289,28423005,1418000,956669,776028
"00159900","VALDOSTA STATE UNIVERSITY",25039798,49482761,10979947,2207199,20917385,422992,NA,153951,23308746,47476724,11263278,2612363,20258487,385071,NA,209806,21439722,45339246,13127608,2670614,19209812.29,404704,NA,232571,20418962,43551107,14964915,4464625,18967340.35,563273,NA,367809,20456088,42326010,15822172,5400169,19976180.54,NA,185042,546978
"00160000","WESLEYAN COLLEGE",1077778,2101655,270837,4094,1060721,43208,80000,77116,1080496,2193233,307891,22919,1035930,33540,97678,60193,1150700,2510746,387287,0,1100923,33540,100000,60943,1129305,2203431,450768,28447,1118731,33540,100000,60943,1130072,1784375,484296,13354,1103868,100000,60943,33540
"00160100","UNIVERSITY OF WEST GEORGIA",23744412,44055617,7906593,134215,21207528,295351,128686,191364,23879217,44642227,10418242,228355,22652765,440578,27150,242933,23808868,44478593,13224806,133630,22939053.6,448479,182581,271016,24182249,43559618,17090787,70053,23689365.77,493980,90922,358175,23722611,41571394,15913445,105694,24488953.09,155801,401589,548468
"00160200","GEORGIA COLLEGE & STATE UNIVERSITY",8605894,18560611,3535845,195974,5290797,192863,268819,97684,8235557,18788647,4039113,283431,5277018,192070,503964,94665,8037582,18342369,4765219,360349,5157445,190944,355915,100180,8341009,18172831,5375151,449276,5038593,185805,89500,109137,8171230,18932548,5933258,551604,4984010,40000,110393,182531
"00160400","YOUNG HARRIS COLLEGE",1988444,2311471,1156377,0,1669588,65384,NA,50597,2544871,2878218,1492407,0,2112768,66596,NA,48704,2175189,2562404,1560584,0,1981899,82724,NA,68971,2236063,2685823,2117494,0,1893104,96999,NA,70817,2188812,2465135,2142863,0,1902458,NA,73479,95769
"00348400","COVENANT COLLEGE",2181406,1650968,980391,0,1254347,793082,341700,207186,2172146,1666933,1034177,0,1266009,630123,599100,207186,1885330,1571036,1030553,0,1117520.17,645195,300000,199512,1753786,1578255,1223041,0,999591,622274,319481,214862,1728876,1530155,917715,0,1032477,450000,207186,458833
"00395600","DALTON STATE COLLEGE",5513513,4382492,50030,0,12005707,131626,NA,150744,4704282,4334837,56531,0,11175096,148646,NA,84355,3996988,3950901,100450,0,11110938.66,147505,NA,88787,3570631,3608314,151934,0,10540003.45,116634,NA,107083,3164946,3330989,211660,0,10433070.42,NA,105080,119544
"00402400","GEORGIA NORTHWESTERN TECHNICAL COLLEGE",4226074,3103905,0,0,12296010,288916,NA,260733,3588177,2260564,0,0,10920851,57054,NA,320239,2892713,1427862,0,0,11487916.33,86283,NA,262468,1859383,1152826,0,0,11723734.78,78983,NA,218400,1279417,903261,0,0,10062384.96,NA,210900,65318
"00411700","GRADY HEALTH SYSTEM",206350,276950,5782,0,108133,NA,NA,NA,191354,242061,22564,0,104877,NA,NA,NA,166233,198486,1000,0,122526.38,NA,NA,NA,141542,176344,0,0,160910.16,NA,NA,NA,120267,145812,7333,0,168274.25,NA,NA,NA
"00525600","WIREGRASS GEORGIA TECHNICAL COLLEGE",1953916,1162440,0,0,8820582,138393,NA,219361,NA,NA,NA,NA,7354823,140932,NA,158069,NA,NA,NA,NA,6031479,126822,NA,193101,NA,NA,NA,NA,5287624.43,94507,NA,157808,NA,NA,NA,NA,5799000.5,NA,182720,66097
"00559900","AUGUSTA TECHNICAL COLLEGE",3702416,3350993,0,0,9478286,156463,NA,125000,NA,NA,NA,NA,8878478,105013,NA,149800,NA,NA,NA,NA,8630149.81,184357,NA,169256,NA,NA,NA,NA,7895190.36,159665,NA,150000,NA,NA,NA,NA,9414858.97,NA,172466,138141
"00560100","ALBANY TECHNICAL COLLEGE",7395635,3934138,0,0,12278854,145685,NA,170150,8906503,7998071,0,0,12295838,160223,NA,199912,8624428,6705801,0,0,11069228.39,161637,NA,235914,6840613,3964719,0,0,9149494.36,168015,NA,183250,5556826,3320816,0,0,9153629.23,NA,274129,84363
"00561800","SAVANNAH TECHNICAL COLLEGE",3562488,3797399,0,0,13210864,131815,NA,265940,2499370,2467057,0,0,13141029,149616,NA,194253,NA,NA,NA,NA,10844344.99,151777,NA,213008,NA,NA,NA,NA,9269044.68,149082,NA,206259,NA,NA,NA,NA,8532208.65,NA,199310,141156
"00561900","NORTH GEORGIA TECHNICAL COLLEGE",1462945,991214,0,0,NA,94515,NA,40000,NA,NA,NA,NA,NA,97516,NA,45000,NA,NA,NA,NA,NA,101703,NA,45000,NA,NA,NA,NA,NA,94395,NA,45000,NA,NA,NA,NA,NA,NA,50000,113536
"00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE",4043674,3705073,0,0,16481451,111793,NA,190973,NA,NA,NA,NA,14705082,143330,NA,180492,NA,NA,NA,NA,13411763.44,179634,NA,179820,NA,NA,NA,NA,11654232.52,175024,NA,190661,460489,562220,0,0,11436187.16,NA,185138,208038
"00562200","GEORGIA PIEDMONT TECHNICAL COLLEGE",4863723,4083537,0,0,10004181,125862,NA,206720,5853286,5488204,0,0,9271613,131410,NA,185322,7404375,9521093,0,0,8586338.31,136641,NA,204288,7048868,9436965,0,0,8062843.63,107181,NA,209060,6572901,9473291,0,0,8968994.62,NA,166652,111594
"00562400","COLUMBUS TECHNICAL COLLEGE",3698891,4091084,0,0,8326701,148209,NA,126418,NA,NA,NA,NA,7037709,170403,NA,100000,NA,NA,NA,NA,6053987.87,188369,NA,87085,NA,NA,NA,NA,5199893.51,158905,NA,101740,NA,NA,NA,NA,6372027.11,NA,99611,161939
"00576300","CENTRAL GEORGIA TECHNICAL COLLEGE",5016486,3170756,0,0,17104447,177368,NA,426012,7916153,7740497,0,0,16741179,267863,NA,317582,6053751,4450291,0,0,15142946.41,198999,NA,351139,6753662,5780058,0,0,13351646.8,274579,NA,322188,6340773,6030786,0,0,14812744.22,NA,278592,200210
"00772800","MACON STATE COLLEGE",6283161,7274104,94106,0,NA,170346,NA,84642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00854300","ATLANTA TECHNICAL COLLEGE",10389719,10615012,0,0,13370241,117082,NA,213123,9845337,11181302,0,0,12115724,172957,NA,224402,8214310,10024502,0,0,11222469.67,72594,NA,211875,7094183,8873959,0,0,9881179.82,50612,NA,176758,7391967,8284583,0,0,11521481.74,NA,167299,75650
"00897600","CLAYTON STATE UNIVERSITY",20227674,30548936,1784701,232823,17889116,201672,NA,188363,18803565,28044100,1799170,269068,17424414,219435,NA,168293,17275914,26027937,2566030,367710,16954462,204592,NA,220168,15663381,24177048,3847911,517602,16280831,197548,NA,227689,14921481,23257134,4160397,417696,15962198.65,NA,192165,243423
"00927000","ART INSTITUTE OF ATLANTA (THE)",25775878,33929736,20599794,0,26770360,543860,733662,1499073,24000300,31955641,17469772,0,21746252,462625,830328,1190617,19850618,24231611,15186158,0,18115311.75,399569,350851,1071557,17049781,18341717,15943895,0,15213429.29,399491,27328,1178542,11893004,12935843,10681298,0,10761358.66,NA,941733,396655
"00950700","GEORGIA HIGHLANDS COLLEGE",6572758,3551300,64757,0,11772476,94053,NA,75381,6069492,2998943,72302,0,10931415,111407,NA,98000,5492816,3570309,101800,0,10700797,126422,NA,120000,5207480,3620955,176063,0,10797517.96,69710,NA,155500,4437457,2957164,107989,0,10730462.01,NA,129000,78611
"01048700","WEST GEORGIA TECHNICAL COLLEGE",5779367,5093345,0,0,10994166,189457,NA,199333,5293032,4469192,0,0,10530181,177264,NA,210588,4620326,4076441,0,0,9092793.98,195298,NA,216010,4240031,3850201,0,0,8368322.31,193516,NA,232337,3257085,3648729,0,0,9300093.36,NA,288029,176222
"01077100","GUPTON-JONES COLLEGE",520872,403577,12000,0,598836,NA,NA,NA,511086,613532,57585,0,505635,NA,NA,NA,358314,445442,18426,0,311518,NA,NA,NA,604574,891683,108450,0,635957,NA,NA,NA,689025,998706,153275,0,776915,NA,NA,NA
"01099700","EAST GEORGIA STATE COLLEGE",5959460,5481163,280079,0,8816704,80904,NA,82021,5355872,4736106,342399,0,8926486,89595,NA,90120,4706291,4437299,376938,0,8719308.81,92957,NA,86785,4596973,4210325,712439,0,8516285.43,104259,NA,108072,4070313,3775932,775881,0,8070766.7,NA,119908,83814
"01107400","BAINBRIDGE STATE COLLEGE",7013994,5834996,0,0,9851477,63812,NA,186170,4355338,3571441,0,0,8588257,66412,NA,238096,4575140,3019461,0,0,6498260.11,48155,NA,88699,2661354,2707475,0,0,5828421.21,66778,NA,95982,2363419,2674033,0,0,4631271.72,NA,64825,70431
"01157400","BAUDER COLLEGE",3068345,4471273,137835,0,2700102,75247,NA,148279,2603727,3816778,161176,0,2551484,56065,NA,90187,485772,672482,21987,0,490857.6,22885,NA,115152,41757,59251,0,0,42385,NA,NA,42500,NA,NA,NA,NA,NA,NA,NA,NA
"01205100","PRO WAY HAIR SCHOOL",751037,726254,10102,0,1045220,NA,NA,NA,712358,755314,13903,0,1046509,NA,NA,NA,603902,628688,6854,0,859209,NA,NA,NA,571383,545916,18871,0,850221,NA,NA,NA,524714,517904,13297,0,771390,NA,NA,NA
"01216500","ATLANTA METROPOLITAN  STATE COLLEGE",4240888,1591677,64950,0,10471603,89858,NA,170129,4294977,1491648,25807,0,10514601,101000,NA,101233,4362832,1647028,26994,0,10260242.99,144302,NA,140258,3394177,1439140,70081,0,8541067.4,74535,NA,174467,2842018,2060658,123306,0,7495706.36,NA,152433,129437
"01303900","SOUTH UNIVERSITY",61863645,155891214,12232183,13467187,65820751,962441,NA,3066225,60993806,175796179,10157819,16085665,61335084,1163849,NA,3352925,53975825,189620015,8017892,16517641,54181594,889836,107232,3144926,38221553,164141988,4054423,18184990,42176079.06,783385,43630,3026923,36388525,189547384,3262414,18164353,31310642.27,NA,2280447,708954
"02055000","WAYCROSS COLLEGE",367118,218964,0,0,NA,49379,NA,45212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02060900","BROWN COLLEGE OF COURT REPORTING",816904,1453408,42344,0,629355,17954,18500,15279,798375,1400616,30966,0,443605,5610,18250,16513,769795,1138903,14333,0,576250,12184,12550,16095,731304,1437697,6819,0,658241.2,7123,24545,15801,809276,1558225,99906,0,675172.85,14888,14095,17453
"02074800","LIFE UNIVERSITY",2656936,66760203,656453,14778110,1950302,496894,1326071,255500,2205430,71266354,935148,18284101,1770302,561119,910575,185600,2117896,69149180,972473,20245843,1620925.07,544247,1210883,236529,2013359,67379527,968702,24876413,1557599.21,565544,1400552,298140,1950437,63877009,1113567,29408150,1475384.13,478783,241630,571897
"02116000","SANFORD-BROWN COLLEGE",9891251,14200813,1267651,0,13422416,870193,NA,998533,7669079,11340064,907427,0,11395260,467638,NA,574440,5004359,7547048,591199,0,7469110.2,275939,NA,819200,425915,598808,63940,0,771151.05,109370,NA,53967,6889,9185,0,0,19037.91,NA,NA,15748
"02141500","SAVANNAH COLLEGE OF ART AND DESIGN",19669333,38734001,62984116,10194842,9777225,533737,NA,595023,18562762,36284847,61624510,9978096,10128549,852474,NA,431073,17721468,32929165,60626489,8506202,9712015,870671,NA,520708,17044030,31084405,61775700,7774938,9576039,943501,NA,645371,17234871,31799063,69071198,8404757,9705136,NA,727961,702270
"02217200","PORTFOLIO CENTER-",675512,1040267,223216,0,299912,NA,NA,20887,323726,518890,226707,0,156230,NA,NA,18000,NA,NA,NA,NA,NA,NA,NA,21890,NA,NA,NA,NA,NA,NA,NA,6800,NA,NA,NA,NA,NA,NA,9500,NA
"02266200","HELMS CAREER INSTITUTE",1074993,1725956,34389,0,1844298,73039,NA,118248,240905,407847,9000,0,510834,NA,NA,11966,173298,301334,8970,0,284924,NA,NA,NA,187,250,0,0,4374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02284300","INTERACTIVE COLLEGE OF TECHNOLOGY",1451283,354064,6800,0,10566502,205117,NA,188288,1620483,418596,18654,0,11355113,135720,NA,163533,1794579,949108,65858,0,10452470,143725,NA,165010,1916429,935271,58107,0,10858678,195435,NA,242525,2276353,1358235,115011,0,10655494,NA,168600,195253
"02285500","CREATIVE CIRCUS (THE)",603723,992785,654474,0,NA,9506,NA,NA,NA,NA,NA,NA,NA,7010,NA,NA,NA,NA,NA,NA,NA,6902,NA,NA,NA,NA,NA,NA,NA,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,5135
"02288400","GWINNETT TECHNICAL COLLEGE",7178502,8791032,0,0,15493797,191655,NA,184666,7732233,9355949,0,0,14995153,127205,NA,169500,7226555,8929822,0,0,13515584.37,159256,NA,136000,6475225,8247541,0,0,12065243.07,174486,NA,198250,5485875,7040522,0,0,12523875.72,NA,251000,161523
"02321400","TONI&GUY HAIRDRESSING ACADEMY",377568,422300,34774,0,358719,NA,NA,NA,316854,457405,35650,0,339950,NA,NA,NA,253351,318428,30398,0,256040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02354500","SOUTHEASTERN BEAUTY SCHOOLS",115033,119742,0,0,218898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02482100","MOREHOUSE SCHOOL OF MEDICINE",0,10358446,0,4856610,NA,5002,NA,NA,0,11387501,0,5944623,NA,NA,NA,NA,0,12675273,0,6896742,NA,NA,NA,NA,0,13522725,0,6891772,NA,NA,NA,NA,0,14532412,0,8012795,NA,NA,NA,NA
"02508600","MIDDLE GEORGIA TECHNICAL COLLEGE",3089718,2877025,0,0,NA,30750,NA,67934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02520000","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE",603259,720450,35001,0,871489,NA,NA,NA,602042,687647,19443,0,827885,NA,NA,9900,546039,733501,52360,0,865937.6,NA,NA,25080,405724,659472,73549,0,662187.53,NA,NA,3213,328989,591875,48981,0,582279.76,NA,17085,NA
"02577000","PAUL MITCHELL THE SCHOOL - ESANI",582184,858236,113321,0,528505,NA,NA,NA,586334,787044,73178,0,668179,NA,NA,NA,622639,836125,99268,0,674545,NA,NA,NA,658614,892373,187153,0,775395,NA,NA,NA,718047,1034564,140771,0,859378,NA,NA,NA
"02580100","IVERSON INSTITUTE",413755,680782,16758,0,617631,NA,NA,27509,229122,363244,10550,0,383172,NA,NA,15060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02580200","ATLANTA SCHOOL OF MASSAGE",303021,486634,12075,0,435722,NA,NA,24587,490902,795995,21713,0,585165,NA,NA,19572,530678,867143,30566,0,556565.96,NA,NA,28456,521320,1007041,69053,0,810628.48,NA,NA,34541,503661,967100,43049,0,757653.08,NA,33900,NA
"02583000","GWINNETT COLLEGE",1702964,2094049,14277,0,1823655,NA,NA,NA,1829439,2347019,17328,0,1666340,NA,NA,NA,3354680,4942771,98062,0,1623319,NA,NA,NA,2942556,4457165,210979,0,1617995.84,NA,NA,NA,2690388,4333726,199195,0,3215424,NA,NA,NA
"02607600","EMPIRE BEAUTY SCHOOL",678155,875446,59404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03005400","GEORGIA CAREER INSTITUTE",1538202,1655647,66493,0,2269060,NA,NA,75868,1425659,1883111,133203,0,2054007,NA,NA,51553,1439092,2057792,245920,0,1961580,NA,NA,42069,1244457,1844227,240843,0,1828488,NA,NA,36058,1111170,1798354,227333,0,1763072,NA,41899,NA
"03030000","OGEECHEE TECHNICAL COLLEGE",3349223,4094482,0,0,5252056,105852,NA,135450,4020561,5521164,0,0,5128576,66917,NA,91739,3304530,4468501,0,0,4518799.5,76260,NA,92250,NA,NA,NA,NA,3449643.07,75688,NA,91319,NA,NA,NA,NA,3705306.11,NA,91050,59830
"03042700","LAURUS TECHNICAL INSTITUTE",1277240,2176314,37780,0,2153265,NA,NA,NA,1316359,2197515,87424,0,2222942,NA,NA,NA,537489,948549,31207,0,971557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03066500","SOUTHEASTERN TECHNICAL COLLEGE",1589413,1379371,0,0,3476392,91563,NA,111690,NA,NA,NA,NA,3007868,78132,NA,92817,NA,NA,NA,NA,2945312.33,70488,NA,93510,NA,NA,NA,NA,2790235.71,63049,NA,89836,NA,NA,NA,NA,3214263.37,NA,93754,80213
"03076300","BEULAH HEIGHTS UNIVERSITY",1368900,5262990,16418,4097,1244610,25829,NA,13600,1487229,5048283,16417,126347,1457482,42788,NA,13200,1036632,4279625,0,233795,1021223.16,21716,NA,5868,1118072,4164169,0,223953,1045537.65,40892,NA,7600,825851,3070132,18803,198533,839349.58,NA,23134,31611
"03081500","SOUTHEASTERN BEAUTY SCHOOLS",185484,196402,0,0,408864,NA,NA,NA,212038,298464,0,0,365906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03089100","GEORGIA INSTITUTE OF COSMETOLOGY",785599,1146756,35889,0,1112173,NA,NA,NA,842436,1243817,83661,0,1129943,NA,NA,NA,852559,1192322,141296,0,1220178,NA,NA,NA,819121,1119030,197364,0,1177468,NA,NA,NA,650299,933698,229728,0,984538,NA,NA,NA
"03090600","COBB BEAUTY COLLEGE",133824,161944,0,0,184820,NA,NA,NA,169711,180134,29994,0,190020,NA,NA,NA,146426,186949,17742,0,196428,NA,NA,NA,149918,193432,0,0,164225,NA,NA,NA,82185,110458,7476,0,85992,NA,NA,NA
"03100900","LUTHER RICE UNIVERSITY",1160364,6806431,0,83357,1157462,26686,NA,16145,NA,NA,NA,NA,NA,16459,NA,27237,NA,NA,NA,NA,NA,27043,NA,20411,NA,NA,NA,NA,NA,16385,NA,20767,NA,NA,NA,NA,NA,NA,19648,24163
