"opeid","school","subsidized13","unsubsidized13","parent13","grad_plus13","grants13","perkins13","FSEOG13","FWS13","subsidized14","unsubsidized14","parent14","grad_plus14","grants14","perkins14","FSEOG14","FWS14","subsidized15","unsubsidized15","parent15","grad_plus15","grants15","perkins15","FSEOG15","FWS15","subsidized16","unsubsidized16","parent16","grad_plus16","grants16","perkins16","FSEOG16","FWS16","subsidized17","unsubsidized17","parent17","grad_plus17","grants17","perkins17","FSEOG17","FWS17"
"00326600","GANNON UNIVERSITY",7179928,16656928,4477041,2362340,3677550,882829,239450,359775,6960276,17208053,4754438,2409962,3478592,856069,342200,359260,6374628,17660281,4463273,2783697,3329157.78,835763,298900,359795,6304302,17821356,5692470,3945316,3197978.69,699436,193000,359795,6188881,17867575,5742768,4802230,3359922.79,95750,419795,625738
"00326700","GENEVA COLLEGE",4580856,6533039,1957019,61058,2440435,340717,264600,263707,4045602,6033503,1957900,31301,2451175,155851,365659,265275,4036931,6381172,2006025,25996,2358711,166193,343380,268723,3896556,6070830,2013808,14352,2222065.6,156339,262668,265437,3675063,5364112,1714021,42266,2193649,419311,263839,151540
"00326800","GETTYSBURG COLLEGE",5067426,2787113,5621556,0,1371094,319129,348700,348005,5018490,2706781,6183234,0,1420481,284653,336500,313070,4865239,3136998,6373261,0,1440409,324554,89000,349301,4713567,3467953,6349573,0,1410329,330656,77500,356408,4812245,3519742,6533614,0,1556882,279500,339550,360066
"00327000","GWYNEDD MERCY UNIVERSITY",5924681,9900001,2700374,0,3456049,144084,94300,164574,5567794,9957189,2434043,9725,3034946,130241,119650,199054,5105107,11646031,2354310,34788,3223100,151239,124700,206352,6152617,12870050,3238127,52515,3178089,161192,78800,214540,6111323,14539851,3452803,274865,3030005,46349,205655,172087
"00327200","HARCUM COLLEGE",4994307,5622682,1107572,0,4172435,173400,75331,147400,5341784,6413005,1385927,0,4918178,165708,100702,148940,4531602,5366411,980776,0,4353111,139667,125484,182499,4248334,5484109,1556723,0,4321201,121443,120064,190027,4006471,5046844,1234168,0,4315650,192074,189900,122558
"00327300","HARRISBURG AREA COMMUNITY COLLEGE",27756227,37104360,122034,0,33596336,570121,NA,467279,32941046,42759384,147981,0,32528571,615021,NA,444689,32368719,39648998,139824,0,29940403.12,423226,NA,525870,27700696,35005389,243328,0,26703164.68,491862,NA,459800,30256006,39785553,240353,0,26594720,NA,519100,512450
"00327400","HAVERFORD COLLEGE",523101,669833,1412674,0,1206274,125025,9294,191873,573104,660845,1657611,0,795237,291198,7000,169368,552182,615725,1754788,0,877828,261352,11549,183157,619042,697413,1713144,0,920981,308831,NA,188606,657196,697445,1625488,0,989035,NA,193140,496663
"00327500","HOLY FAMILY UNIVERSITY",5609786,13196942,2203948,66022,3103431,220803,146746,191922,5024416,11482166,2326201,30549,3003784,178958,152970,156851,4925705,11499798,2440627,24501,2931280,147702,127800,178530,4836322,11504547,2744914,18930,2876204.38,138925,190585,202831,4908990,12597028,2862643,15974,3055816.14,164257,179617,154361
"00327600","IMMACULATA UNIVERSITY",4625726,14264929,3431003,1447225,2286777,279648,42350,169515,4543702,13834276,3476132,1498600,2032971,248436,136550,137500,4017572,12248539,3010446,1829092,1780801,249661,105500,149667,3509248,11122374,2986068,1856241,1730146,229314,77300,143456,3326203,10844616,2991873,1629623,1715896,150000,92266,174280
"00327700","INDIANA UNIVERSITY OF PENNSYLVANIA",33792424,52953556,17757831,898208,NA,1947978,861861,982655,NA,NA,NA,NA,NA,1891778,1372293,982655,NA,NA,NA,NA,NA,1930433,1410324,982655,NA,NA,NA,NA,NA,1911179,1311798,982655,NA,NA,NA,NA,NA,1051723,982655,1968163
"00327900","JUNIATA COLLEGE",3692643,3110459,2857813,47166,1427275,119368,81500,225681,3645575,3140614,2960592,20750,1518573,132904,67200,196988,3640644,3094181,3213247,58775,1519497,134890,127450,203273,3632600,3021887,3268395,28025,1565264,146870,115250,238863,3650642,2848777,3217300,28166,1779872,58800,239868,160115
"00328000","KEYSTONE COLLEGE",5182532,5518528,2413258,0,3666898,124885,NA,151018,4590868,5067742,2873686,0,3437192,150369,35748,192265,4274117,4614911,2460033,0,4591889,141388,NA,139506,4347816,4949061,3418782,10580,3127398,153710,NA,153710,3769250,3941956,2654202,0,2917080,NA,125272,120540
"00328200","KINGS COLLEGE",6212609,7878792,4878024,630926,2714349,386900,322452,268170,5734547,7668876,4855278,813189,2494859,372311,405321,274183,5210529,7614508,5136353,1024816,2430764.39,398419,420329,262000,5029167,7247074,5800280,1059803,2323237.66,369204,245333,279330,5210995,6768089,6440230,986600,2508800.97,539257,274095,318592
"00328300","LACKAWANNA COLLEGE",6234790,7298276,1459071,0,4155912,64837,23100,70152,2444109,2833476,589123,0,4049552,57241,42050,82492,4379701,5179721,1125859,0,4218211,60315,30500,69400,5606075,6177887,2721417,0,4188062,65183,NA,62609,2545663,2937744,1373144,0,4000435,NA,69425,62354
"00328400","LAFAYETTE COLLEGE",2991374,2801023,3991123,0,1084983,298959,225650,289337,2950004,2554588,3830905,0,1078022,334324,293735,192096,2772162,2451234,3803463,0,1053700,333850,418980,214632,2428894,2265387,3364242,0,1043139,282610,379000,230711,2162162,1757169,3915082,0,1158945,84500,208252,293886
"00328500","LANCASTER BIBLE COLLEGE",3278042,4699736,713294,0,2000250,104402,11500,57606,3316063,4629755,624178,0,1978511,104312,7000,51952,3673932,5618409,729692,0,2511666,104312,6000,70427,3666029,6215589,651570,0,2526195.76,104312,14500,73964,3802407,6108582,990484,81238,2820502.47,8500,91729,119891
"00328600","LANCASTER THEOLOGICAL SEMINARY OF THE UNITED CHURCH OF CHRIST",0,1085097,0,15000,NA,NA,NA,NA,0,1072698,0,15000,NA,NA,NA,NA,0,924074,0,7500,NA,NA,NA,NA,0,922242,0,0,NA,NA,NA,NA,0,876315,0,0,NA,NA,NA,NA
"00328700","LA SALLE UNIVERSITY",11978116,28438853,8268843,1394577,7154907,475727,577859,605663,12051921,29190729,9883833,1509529,7139994,515685,651125,529743,10940432,27558661,10382128,1488897,7016297.83,526889,649044,605600,10208477,25105949,10338841,1704273,6880654.61,441851,660500,649069,9708619,22463156,9952879,2141575,7059370.06,949635,794143,480519
"00328800","LEBANON VALLEY COLLEGE",4755448,4938771,6734858,337991,1604284,232880,402297,165976,4529463,4813793,6943467,384325,1690644,207569,401500,145751,4540569,4898331,6837654,448894,1813364.82,229355,450000,162027,4681011,5016531,6619539,463513,1801635.43,240169,420613,173597,4645342,5052245,6137916,463972,1893867.72,454049,167378,255904
"00328900","LEHIGH UNIVERSITY",8560920,9394608,7541116,350185,3191737,1418451,293016,489667,8203559,9309562,7324452,324669,3203591,1269139,336660,439333,7567779,8254411,6908900,316970,3174882.29,1258085,339490,483577,7413386,8056792,6118783,342036,3169638.85,1208416,227602,496000,6867247,8266246,6383154,442402,3382226.2,115430,472000,1130444
"00329000","LINCOLN UNIVERSITY",6111452,15469647,3916982,71389,5092889,211143,196268,458629,5493623,12650577,4252956,100270,4781382,211143,303882,458629,5745571,10361215,5645087,31323,5010421,244962,346570,373740,6169772,11206221,8369395,19395,5549048,209403,169960,460369,6197939,10609277,8865389,76872,5960095.49,329552,460369,209403
"00329100","LUTHERAN THEOLOGICAL SEMINARY - GETTYSBURG",0,689169,0,0,NA,NA,NA,NA,0,729250,0,8500,NA,NA,NA,NA,0,1386094,0,3093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00329200","LUTHERAN THEOLOGICAL SEMINARY - PHILADELPHIA",0,1708340,0,44212,NA,22746,NA,NA,0,2345365,0,109699,NA,23011,NA,NA,0,183043,0,8901,NA,22926,NA,NA,NA,NA,NA,NA,NA,22854,NA,NA,NA,NA,NA,NA,NA,NA,NA,22258
"00329300","LYCOMING COLLEGE",3800080,3551418,4357765,0,1772265,189543,112241,175103,3630499,3487191,3846170,0,1842538,171931,60600,151510,3611718,3364861,3703744,0,2002391.48,175889,137760,155889,3530526,3030869,3312133,0,2073810.36,157564,199100,157564,3645868,2974716,3322944,0,2216895.78,163200,147172,192201
"00329400","MANOR COLLEGE",2298914,2364802,409391,0,1777298,143748,NA,66443,2779023,2835028,456292,0,1298298,74659,8000,56798,1580448,1670176,695338,0,2996976.5,48338,9800,48506,2335479,2519582,774584,0,1725826.55,32166,NA,55796,1688436,1841683,916351,0,1749004.56,NA,57259,44975
"00329600","MARYWOOD UNIVERSITY",6471352,19230313,4541558,1355081,3292381,513461,269693,352750,5796102,18938175,4844542,1477437,2951856,523367,373991,224707,5449399,18910714,4594096,1468706,2814554.47,243445,317283,228478,5214265,18653071,4764687,1439053,2677207.48,196100,357365,230158,4955664,19432170,4897296,2486795,2608556.03,208835,303413,310644
"00329700","MERCYHURST UNIVERSITY",11880202,16703049,6154625,32478,7723846,480455,401547,200295,9751961,13274174,5507260,52226,6100442,451355,292094,187365,8501430,11989604,5651910,600188,5481104,469326,273586,192864,7899055,11898163,6039591,1153710,5195190,446246,196682,204661,7578832,11408848,6153587,1425674,5277890,338959,213314,500544
"00329800","MESSIAH COLLEGE",6833896,6897276,5238234,0,2353198,1155054,525267,231223,6566880,8368778,4964865,11390,2308350,1159379,626578,191817,6423585,9271826,5148160,25028,2302968.68,1098153,364953,219611,6450642,9320258,4886257,75181,2194097.74,1065970,455890,230011,6356453,9938059,4871116,209010,2253323,412918,178505,1054121
"00330000","MOORE COLLEGE OF ART AND DESIGN",1492845,2283734,2956642,348795,NA,142501,252250,146203,NA,NA,NA,NA,NA,136026,205625,146203,NA,NA,NA,NA,NA,137088,202769,146202,NA,NA,NA,NA,NA,159992,116510,146202,NA,NA,NA,NA,NA,30284,146202,134569
"00330100","MORAVIAN COLLEGE",4892581,4704606,5020658,18837,2002943,407595,230000,150400,4619572,4843385,5021882,25497,2002746,410122,258700,130450,5267588,5665611,5929291,8171,2343406,416950,322200,143600,5620904,6153684,6762210,29452,2237052.06,616505,291450,189750,5361554,6182570,7960237,60940,2541251,207650,223864,178744
"00330200","MOUNT ALOYSIUS COLLEGE",4816958,5506550,3069363,0,2936511,327777,113650,229552,5007544,6092030,3174777,0,2879887,314269,NA,231831,4553247,5423877,3591817,0,2628776,321395,28300,259009,4098899,4737544,4088490,0,2395029,298464,87700,229593,3469703,3883486,3495368,3750,2008995,NA,231608,270271
"00330300","CARLOW UNIVERSITY",4960251,17536737,1736092,440774,2923355,191863,168903,194387,4845726,17488195,1762490,641659,2830695,214128,283368,195095,4555430,17006944,1766045,660771,2848687.67,182982,243486,172543,4546002,16592293,2243566,627804,2904204.34,198934,262928,172543,4367123,15548533,2179429,669876,2733002.91,263159,188272,175155
"00330400","MUHLENBERG COLLEGE",3530143,4279656,3606250,0,1005913,231970,137900,220501,3337522,3717068,3353655,0,1194530,202451,161393,188893,3933581,4343631,3799383,0,1307826,213845,197948,237103,3804201,3955057,3615682,0,1330386,225731,102000,212256,3996472,3793180,4386810,0,1256138.05,81000,193676,246831
"00330600","UNIVERSITY OF VALLEY FORGE",2476139,2804174,1881414,0,845109,51627,12000,62544,2331866,2991982,1636759,0,1678539,43064,27000,50152,2133288,2660180,2001020,0,1670271,43767,38000,49680,2366009,2675615,1428105,0,1774818,49932,32000,53833,2310317,2816101,2678742,0,2618258,24000,44500,44117
"00330900","PEIRCE COLLEGE",6409354,10581308,155836,0,5140868,185411,NA,134282,5872458,9964377,152701,0,4620078,166730,NA,168948,5296309,9128952,168215,0,4121703,233948,NA,131847,4767694,7689319,303019,0,3768434.8,145471,NA,140264,4215239,7461359,230736,0,3405870.71,NA,175796,101188
"00331100","SALUS UNIVERSITY",0,26424118,0,5063551,NA,281545,1728314,NA,0,27529631,0,4632569,NA,262248,1818300,NA,0,28625779,0,7152101,NA,257960,2038893,NA,0,29196866,0,8708103,NA,376802,2305347,NA,0,30351607,0,11257604,NA,1506706,NA,411299
"00331300","WIDENER UNIVERSITY",8908149,50928956,9480194,21910139,3655501,827895,957327,794205,8736383,46944126,9096163,18454353,3761999,821083,1064638,771452,8513917,47769351,8861706,14221690,3776533,848236,1240104,787451,8576895,50902449,10099037,12945149,3595997,894644,1217850,785481,8263612,55546328,10116434,14210034,3551376,1168395,775467,826556
"00331500","BLOOMSBURG UNIVERSITY OF PENNSYLVANIA",22372584,28447675,11082393,196721,11900743,798542,98000,271111,22498357,29638391,12403825,337741,12665932,767398,78000,273777,21933134,28940382,14111202,264948,13047740,797347,98000,278690,21597077,28184682,15592541,298427,12784569,776584,91900,292236,21130461,27259225,17207618,319815,12760839,29949,317416,789233
"00331600","CALIFORNIA UNIVERSITY OF PENNSYLVANIA",17809356,39315391,6998997,517622,10693844,468750,451472,418799,16849198,40360429,7191455,483991,10596123,399379,296000,375256,15643682,41715540,7585423,714625,10126703,421697,315000,390259,14770524,43316486,7954303,867898,9979354,360838,371714,387256,14845394,41460693,7831029,1203156,10529622,447007,402370,384950
"00331700","CHEYNEY UNIVERSITY OF PENNSYLVANIA",3729600,5156454,1076245,0,4225552,156586,NA,407229,2315606,3000391,1138845,0,3170472,130165,NA,446000,4003811,4932199,1926288,0,2679057,134260,NA,390184,2073532,2244834,1684080,0,2953365,206429,NA,337100,1106189,1714412,1462572,17175,1577462,NA,313093,171249
"00331800","CLARION UNIVERSITY OF PENNSYLVANIA",13973613,20980869,5794532,301150,8567708,251606,57734,219733,13213165,20261279,5790162,193284,8399997,303246,75172,159467,12136127,19093881,6932630,273307,7518311,315119,113197,173872,11513339,19630048,7403504,342151,7764659,315119,61173,163287,11180945,19206402,8185208,495364,7616959,81862,146868,339503
"00332000","EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA",14815903,18886738,7559110,192790,NA,369892,209350,199535,NA,NA,NA,NA,NA,369649,352650,242959,NA,NA,NA,NA,NA,367833,406113,271451,NA,NA,NA,NA,NA,363424,258704,271529,NA,NA,NA,NA,NA,131800,272176,372240
"00332100","EDINBORO UNIVERSITY OF PENNSYLVANIA",16729873,31092462,6144139,443619,11462968,359351,240556,342133,16003539,30283857,6364658,577385,11572643,329840,329651,304400,14486157,29037534,6819581,954668,10983780.5,501274,291262,244199,12733202,27789312,7372780,1886752,9678142.5,466107,120325,253474,11486269,26143086,7294302,1756277,8698923,389147,258067,492328
"00332200","KUTZTOWN UNIVERSITY OF PENNSYLVANIA",22712085,29291073,11640020,26390,11920444,323359,549159,153692,22098013,29255028,12059982,48652,12339192,344807,932624,145533,21687253,27842240,14343907,56184,12276701.84,352033,1020000,248667,20330303,26115938,15358930,61863,11576750.95,317863,623000,336167,19397669,24964085,15133638,92808,11405861.15,604356,271500,366858
"00332300","LOCK HAVEN UNIVERSITY OF PENNSYLVANIA",13721841,20284844,5453539,1270778,8073623,300647,253313,348300,13141541,19870681,6022689,1312183,8673065,275798,170200,307436,12031009,18251515,6306858,1359739,7781951.82,248812,24709,178612,10909384,16899220,6725727,1154309,6817029.84,245864,132500,138013,9978995,15566183,6657791,1279488,6498680.85,89500,134755,201746
"00332400","MANSFIELD UNIVERSITY OF PENNSYLVANIA",7629871,9018281,4283997,0,NA,158816,305263,85308,NA,NA,NA,NA,NA,177898,361695,92150,NA,NA,NA,NA,NA,169947,272641,86900,NA,NA,NA,NA,NA,174554,316520,92825,NA,NA,NA,NA,NA,292345,88750,168309
"00332500","MILLERSVILLE UNIVERSITY OF PENNSYLVANIA",18395987,25028553,7828691,65727,NA,270258,206890,208975,NA,NA,NA,NA,NA,270800,181576,211541,NA,NA,NA,NA,NA,292168,242705,228795,NA,NA,NA,NA,NA,296344,108000,237167,NA,NA,NA,NA,NA,231903,264010,315755
"00332600","SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA",15393221,21814551,8420155,22979,NA,256137,383322,199763,NA,NA,NA,NA,NA,270852,475082,187525,NA,NA,NA,NA,NA,263044,469328,183149,NA,NA,NA,NA,NA,274305,491859,190145,NA,NA,NA,NA,NA,365550,203433,286802
"00332700","SLIPPERY ROCK UNIVERSITY",19922233,28292020,9554539,224163,10148821,1124893,611512,252704,19338888,29133981,10923116,436400,10312606,1078455,896254,244995,18823021,29195225,11730451,482413,10256212.23,1079201,725734,244995,18127945,30494545,12521100,805275,10156427.11,424271,591367,244995,18644904,31591289,13174114,2071590,10931849.73,755345,253442,392450
"00332800","WEST CHESTER UNIVERSITY OF PENNSYLVANIA",29843959,43474750,16131733,461175,13770151,356371,869783,309480,30596657,45440588,18017122,436945,14851120,421214,2749567,277221,30574759,47389211,20141892,515295,15500024,479649,1704254,336787,29152866,47741699,21827515,724583,15080554,449261,623781,350547,29492785,49583514,22616010,926095,16432730,893125,408315,484995
"00332900","PENNSYLVANIA STATE UNIVERSITY (THE)",159183351,218443002,150596760,17867607,80622779,4598406,6140611,6173880,160524472,220893976,154879081,17356698,84316993,4944647,7596133,5686247,160425835,218419554,163758149,15338912,85313904,5104016,7454298,5767724,153248686,207527519,169263465,14704972,83565259,4642223,6837726,5919124,148956721,197898869,184656303,15178895,79807450,5321978,5739741,3944297
"00335000","UNIVERSITY OF THE ARTS (THE)",5829902,7435719,8400190,702296,2742856,439612,291800,346770,5175482,6427139,8468799,472037,2474816,407924,498050,346770,5001836,5676914,8901453,377429,2406533,437201,323264,346770,5087683,6164806,9620739,731154,2357480,423365,124375,346769,5009783,5990567,10426156,706290,2417622,3000,346769,370448
"00335100","CAIRN UNIVERSITY",2733925,3992898,782689,7145,1738585,96227,NA,81097,2499556,3745849,795393,0,1420251,101552,NA,70833,2123179,3037972,868713,4250,1391891,100953,NA,57000,1958970,2820670,908971,0,1270188,146352,NA,60333,1972769,2854462,762190,5751,1167081,NA,75333,146882
"00335200","PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE",0,74045492,0,31516748,NA,1121932,749500,NA,0,75345766,0,35125390,NA,895858,847500,NA,0,77774302,0,37944068,NA,1127013,1405134,NA,0,79356798,0,39204412,NA,1139240,1060937,NA,0,81553707,0,43942303,NA,750750,NA,1361141
"00335300","UNIVERSITY OF THE SCIENCES IN PHILADELPHIA",5438301,19065717,4983342,4600581,2103358,444854,154700,237625,5084246,20660329,5420279,6742359,2088440,403479,214500,207800,4664770,20937009,5568089,6948536,1956187.44,521171,169500,266475,4103523,21436478,5537608,10618003,1738006.56,442330,220000,241000,3692043,20636370,5079812,11800801,1632320.38,212950,158123,506637
"00335400","PHILADELPHIA UNIVERSITY",8391999,17592325,10408532,2755405,3796314,742611,148200,296200,8361499,19202494,10855802,3383258,3953239,644180,144200,277309,4903450,13425476,5943850,2339182,2385359,615922,108800,296821,NA,NA,NA,NA,NA,628513,164600,314721,NA,NA,NA,NA,NA,194500,285213,574092
"00335600","PITTSBURGH THEOLOGICAL SEMINARY",0,850986,0,12283,NA,NA,NA,NA,0,763431,0,1758,NA,NA,NA,NA,0,580736,0,0,NA,NA,NA,NA,0,533811,0,0,NA,NA,NA,NA,0,457238,0,17309,NA,NA,NA,NA
"00335700","POINT PARK UNIVERSITY",10494654,19950529,6882283,28292,5085688,409267,212100,359350,9043542,18116857,6461381,87799,5138734,439705,197793,333256,8520471,17061986,6994868,93445,4905481,444800,258230,325450,9091904,19365947,7708521,73722,4833827,448119,204345,301625,9101150,20872911,8017164,144095,5449843,174250,251424,373000
"00335800","REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY",0,100486,0,0,NA,NA,NA,NA,0,137291,0,0,NA,NA,NA,NA,0,116527,0,0,NA,NA,NA,NA,0,76306,0,0,NA,NA,NA,NA,0,148607,0,0,NA,NA,NA,NA
"00335900","ROBERT MORRIS UNIVERSITY",11631159,20705962,10529341,392594,5076428,460368,184574,221295,11414113,20742044,11464165,394487,5234826,519205,185500,255592,10809829,19317779,12643409,522015,2982066,447212,234250,301325,10093571,17680529,13596072,560060,6854515,390419,163150,236142,9883129,16713778,14251778,714691,4899992,142500,309281,435924
"00336000","ROSEMONT COLLEGE",1561987,6389318,972493,118274,NA,62631,81100,66939,NA,NA,NA,NA,NA,72255,60000,59412,NA,NA,NA,NA,NA,93279,88133,68421,NA,NA,NA,NA,NA,106132,67035,60017,NA,NA,NA,NA,NA,79937,58412,118330
"00336200","SETON HILL UNIVERSITY",4519460,10535684,3079500,2292641,2344902,574311,204883,359423,4541120,10205652,3450039,2375116,2497108,596988,205300,358823,4447774,10305017,3373677,2015402,2199185,617368,178960,359423,4317437,9211618,4338202,2056009,2066630,529486,151000,359423,4374367,8900956,4122913,2086488,2238109,119000,359423,539439
"00336400","SAINT CHARLES BORROMEO SEMINARY",56233,302725,10450,2500,47708,NA,NA,7604,38840,207696,7250,0,26008,NA,NA,5604,34437,128225,3800,0,23144,NA,NA,7604,35892,172413,21162,0,57647,NA,NA,7604,67105,143249,11775,0,68197,NA,7604,NA
"00336600","SAINT FRANCIS UNIVERSITY",5181043,14301378,3116946,2967013,1906817,315513,181000,174739,5107914,15006190,3540743,3077509,2131096,334737,197000,182564,5007571,13641719,3429320,3364087,2047258,326010,207000,182564,5178202,13315799,3739108,3112472,2188854,379458,200735,182564,4982736,13050154,3685835,3132564,2135037,172788,182564,415262
"00336700","SAINT JOSEPH'S UNIVERSITY",8383814,32453962,19992144,2090962,2526334,782801,108000,472015,8609093,34539094,19152595,1894584,2655625,833309,101400,436166,8743517,34969305,17137256,1961396,2644727.5,710641,132750,842227,8890317,35719669,16418442,1646258,2675565.52,834513,NA,640775,8108981,32963250,15219310,1633676,2492206,NA,541333,824428
"00336800","SAINT VINCENT COLLEGE & SEMINARY",1950262,4740204,1446738,1315003,1735124,486207,153425,295061,3868760,6278378,3329734,1070749,1792162,450994,96800,294561,3893117,6303464,3619907,1265959,1921825,543142,79950,295061,3913114,6521884,3901756,1340080,1949699.19,515636,61800,295061,4186792,6624926,4512529,1345196,2137378,212768,295061,591592
"00336900","SUSQUEHANNA UNIVERSITY",5555075,4549466,7429588,0,1230936,755344,255985,273348,5518393,4642894,7189128,0,3243149,787058,516456,228804,5671134,4856473,7383746,0,2432411,788718,425261,256341,5901359,4860951,7354048,0,2538547,795574,277588,269625,6110245,5068784,7494164,0,2713870,267929,254332,771586
"00337000","SWARTHMORE COLLEGE",1022262,1162934,1632367,0,917210,399782,26090,269748,956153,1127861,1744951,0,966260,407486,33101,269748,827322,1208621,1637599,0,1064870,407424,22172,269748,595761,945147,1624622,0,1057496,408701,4000,269748,773302,1065285,2089526,0,1479852,NA,269748,454405
"00337100","TEMPLE UNIVERSITY",70077142,184671226,40541776,41762136,41060255,3605827,6285373,1804897,74645638,188150602,47485173,44173559,44193885,3571766,7948004,1636703,66763984,177108904,53075014,42553881,40115181,3589691,7329023,1660428,68545633,180154873,63018230,45313902,42011392.49,2966803,7151719,2418833,67268634,182275515,68227527,50780734,40366540.68,8524224,1914144,2806023
"00337600","THIEL COLLEGE",3402720,3084813,3649540,0,2017497,134654,195283,127745,3632438,3169997,3368761,0,1988515,127986,243975,105723,3598840,2956676,3448961,0,1548798,88730,262654,188400,2770548,2361087,3094331,0,1618613,133445,180425,169325,2593496,2108225,2982301,0,1540232,315700,186300,105943
"00337800","UNIVERSITY OF PENNSYLVANIA",7888339,103488698,10795220,62686586,7351773,7043466,9205085,3758737,6960281,103949157,11376035,68831063,7516327,6920177,10916328,3968547,5698677,101934220,10811255,70246068,6777977,4151296,13086830,4500498,4876616,97981492,11586133,75328040,6801412,4361723,12299620,4366213,4328613,95794892,11565955,93412481,4832432.31,7001289,4175628,4424955
"00337900","UNIVERSITY OF PITTSBURGH - PITTSBURGH",54368790,138054679,37141042,29274097,21955041,3138243,3198420,1667715,52711723,134745057,41651178,30931116,22045945,3133902,3604370,1688281,51677826,131738952,45240607,31409306,22396176,3099770,4276546,1735509,49214218,123813202,48835448,32501290,21945375,2839470,6840430,1688298,48782643,122222852,50909151,35567530,22574113,2283088,1694916,2276132
"00338400","UNIVERSITY OF SCRANTON",10344641,24330814,14094887,1738183,3273216,685277,606750,417000,10206019,22742211,14924018,1644568,3119642,627863,522500,424000,9549404,20466016,14255071,1569916,3023476.5,677558,435750,399380,9127798,22282866,15106943,2004835,3120960,700887,379500,388265,8811621,22118263,14172149,1488585,3061627,512100,439013,731892
"00338500","URSINUS COLLEGE",4249215,3641316,4678474,0,1550206,187500,108300,321729,4098267,3605288,4874703,0,1499200,171407,425660,259886,3930266,3709392,5255133,0,1528389.97,174576,379584,273453,3665786,3536902,5092535,0,1374827.04,173880,279750,269813,3513098,3501790,5041317,0,1354659.57,235300,268391,185427
"00338600","VALLEY FORGE MILITARY COLLEGE",565441,750409,906259,0,445882,57673,NA,51745,548085,699775,657737,0,536274,31781,NA,59328,553502,744703,599598,0,623922,19848,NA,45633,972343,1215918,1310496,0,1014860,30141,NA,46777,396000,490352,777864,0,485570,NA,46777,30141
"00338800","VILLANOVA UNIVERSITY",11532425,34365307,14418689,9197357,3542741,1865580,991105,1024083,11917523,33503288,14491501,7576247,3690175,1564132,985200,683043,12090812,33256834,14363404,6520339,3769842,1727642,1052126,684543,11622272,33019902,14042365,6729479,3489889.06,1407674,1091950,696573,11889393,32528155,15225808,6772172,3530341.08,1014013,684542,1419297
"00338900","WASHINGTON AND JEFFERSON COLLEGE",3928495,3114691,5628946,0,1287359,184943,111000,260000,3830015,3116603,5944799,0,1315973,252149,143800,184070,3781825,3104350,5296036,0,1414406.25,206389,83350,196000,3830341,3050229,5267490,0,1533168.89,236612,89550,189773,4089981,3202949,5694027,0,1720547.07,97250,180700,245909
"00339100","WAYNESBURG UNIVERSITY",4758858,8287534,3222796,39473,2094195,158353,81765,99533,4554842,8025717,3335505,94312,2066809,138525,199312,85333,4275672,6913688,3271283,80375,2044277,145645,204170,117757,4062150,6253250,3158944,107391,1934439,164158,171250,87867,3947482,5836747,3217498,65945,2088636,163267,97168,145615
"00339200","WESTMINSTER COLLEGE",3593460,3420910,3249749,0,1743346,204869,300720,172567,3238594,3608362,2897636,0,1677508,182571,405551,148731,2924225,3795582,2500869,0,1509242,178612,396780,145488,2893921,3132131,2399206,0,1562234,176729,347269,141305,2990918,2980086,2688204,0,1771332,302121,119732,176428
"00339300","WESTMINSTER THEOLOGICAL SEMINARY",0,1579383,0,21303,NA,NA,NA,NA,0,1431068,0,22216,NA,NA,NA,NA,0,1238201,0,29788,NA,NA,NA,NA,0,1015782,0,15808,NA,NA,NA,NA,0,1071121,0,11852,NA,NA,NA,NA
"00339400","WILKES UNIVERSITY",7065217,13082423,5751053,368536,3198385,235667,274278,376256,6474487,12290601,5432927,366078,3142621,335437,571961,266348,7904495,15800052,6851806,434222,3806132,345615,821834,276408,6357357,20622047,6758970,557446,3538559.5,345743,752710,348133,7672564,20002486,7971249,593357,4215248,241000,305651,301619
"00339500","PENNSYLVANIA COLLEGE OF TECHNOLOGY",14479769,15344227,15075118,0,9604824,227750,NA,380428,14370913,14892450,16212920,0,9863761,217296,NA,391731,14039698,14099058,16692027,0,9574704,212913,NA,335258,13311238,13791601,17480591,0,8977002,196581,NA,346945,12959646,13949058,17157112,0,9102608,NA,439140,173668
"00339600","WILSON COLLEGE",1424051,1748838,1284093,0,866854,49825,264385,42659,1451589,1832857,1234725,0,903517,43656,316253,32285,1712130,2258826,1508184,0,1013416,37032,142054,55129,1940713,2626474,1772176,0,1100967,37746,251581,38647,2091352,2821172,1973171,0,1204157.85,392786,53800,35248
"00339900","YORK COLLEGE OF PENNSYLVANIA",11302088,13784021,7440937,687159,4889640,536674,15000,177704,10924121,12991198,7680706,625074,5167467,508229,18491,151265,10337648,12576716,7916552,690878,4972366,517445,20000,160883,9321970,11853212,7745815,738629,4414807.86,406363,24500,142383,9066861,11267763,7712558,932359,4366298.71,18500,144621,384438
