"family","program_title","agency","subagency","Recipient","obligation"
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","University of North Florida",80260
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","University of Pittsburgh-Pittsburgh Campus",126208
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","University of Puerto Rico-Medical Sciences",27569
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","University of Saint Francis-Fort Wayne",12636
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","University of South Carolina-Beaufort",100804
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","University of Southern California",42353
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","University of Southern Mississippi",69922
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","Villanova University",80409
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","Virginia Commonwealth University",130951
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","Wake Forest University",54989
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","Wayne State University",44650
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","Western Carolina University",18379
"Nursing and Health Professionals","Nurse Anesthetist Traineeship","Department of Health and Human Services","Health Resources and Services Administration","Youngstown State University",51543
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Columbia University in the City of New York",488062
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Florida State University",265581
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Francis Marion University",-34526
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","George Mason University",444588
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Indiana University-Bloomington",-6410
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Jefferson College of Health Sciences",346362
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Loyola University Chicago",494898
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","New York University",-973
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","North Carolina Central University",302463
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Saginaw Valley State University",475685
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Samford University",348825
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","SUNY Buffalo State",499999
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Texas A & M University-Corpus Christi",349498
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Texas Tech University Health Sciences Center",342757
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","The College of Saint Scholastica",280600
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","The University of Alabama",486599
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","The University of Texas Health Science Center at Houston",131830
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Alabama at Birmingham",494446
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of California-San Francisco",499649
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Colorado Denver/Anschutz Medical Campus",497656
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Connecticut",-11115
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Detroit Mercy",478821
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Florida",-54988
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Illinois at Chicago",499994
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Mississippi Medical Center",431718
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of New Mexico-Main Campus",-11277
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Pennsylvania",-1
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Washington",-5801
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Wisconsin-Milwaukee",499987
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","University of Wyoming",499166
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Vanderbilt University",499526
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Wayne State University",333125
"Nursing and Health Professionals","Nurse Education, Practice Quality and Retention Grants","Department of Health and Human Services","Health Resources and Services Administration","Wright State University-Main Campus",316176
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Adelphi University",377903
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Arizona State University-Tempe",180000
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Ashland University",279313
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Azusa Pacific University",861077
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Barry University",1749024
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Bryan College of Health Sciences",158260
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","California Baptist University",1000000
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","California State University-San Bernardino",202680
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","California State University-Stanislaus",16380
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Carlow University",135000
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Clarke University",45295
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Clarkson College",412992
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Columbia University in the City of New York",638713
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Duke University",390127
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Duquesne University",220291
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Eastern Michigan University",72453
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Endicott College",68583
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Florida Atlantic University",151112
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Francis Marion University",118819
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Frontier Nursing University",376207
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Georgetown University",349529
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Hampton University",200486
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Indiana Wesleyan University-Marion",540000
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Jacksonville University",168841
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Johns Hopkins University",722575
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","LIU Post",-884323
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Louisiana State University",204621
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Loyola University Chicago",140833
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Medical University of South Carolina",261013
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Monmouth University",208099
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Mount Saint Joseph University",183047
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","New York University",48885
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Norwich University",-151736
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Nova Southeastern University",278000
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Ohio State University",78359
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Oregon Health & Science University",106589
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Pace University-New York",144968
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Regis College",659978
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Resurrection University",62442
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Rutgers University-Camden",42027
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Saint Louis University",156656
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Samford University",2140611
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","South Dakota State University",191745
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Southern Connecticut State University",856332
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Southwest Baptist University",472816
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","St Catherine University",56889
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Texas Woman's University",155538
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","The University of Alabama",526001
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Alabama at Birmingham",793283
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Alabama in Huntsville",173021
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Arizona",810857
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Central Florida",229434
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Cincinnati",263030
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Colorado Denver/Anschutz Medical Campus",36755
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Connecticut",106771
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Iowa",152305
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Kansas",113139
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Massachusetts Medical School Worcester",127379
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Massachusetts-Amherst",617079
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Massachusetts-Lowell",124954
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Minnesota-Twin Cities",380487
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Missouri-Columbia",112162
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Missouri-Kansas City",608477
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Missouri-St Louis",314496
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Nebraska Medical Center",62064
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Nevada-Las Vegas",177777
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of New Mexico-Main Campus",95536
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of North Carolina at Chapel Hill",146890
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Northern Colorado",237804
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Pennsylvania",401414
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Pittsburgh-Pittsburgh Campus",303781
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of South Carolina-Beaufort",171411
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of South Florida",143000
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Southern Mississippi",190243
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Utah",111219
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of West Georgia",199765
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","University of Wisconsin-Madison",97192
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Vanderbilt University",1283679
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Villanova University",619893
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Washington State University",300000
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Western University of Health Sciences",700694
"Nursing and Health Professionals","Nurse Faculty Loan Program (NFLP)","Department of Health and Human Services","Health Resources and Services Administration","Xavier University",208031
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Boston College",4789
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Clarke University",121351
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","College of Saint Mary",182027
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Dickinson State University",10753
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Eastern Mennonite University",81413
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Harding University",118511
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Hawaii Pacific University",-171182
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Linfield College",405528
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Loma Linda University",446234
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","MCPHS University",434713
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Mount Saint Mary's University",1828
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Neumann University",15976
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Saint Joseph's College of Maine",174346
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Saint Louis University",-25398
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Samuel Merritt University",543803
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","South Dakota State University",516405
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","St Catherine University",578338
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","SUNY College at Plattsburgh",189707
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","The University of Texas Medical Branch",-5578
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Trinity College of Nursing & Health Sciences",131336
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Cincinnati",-253836
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Colorado Denver/Anschutz Medical Campus",9040
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Detroit Mercy",451533
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Kansas",1000
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Nevada-Reno",-55102
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of New Mexico-Main Campus",182311
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Oklahoma-Health Sciences Center",394775
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Portland",-172600
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Rochester",1000
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of South Carolina-Columbia",12079
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Washington",12170
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","University of Wisconsin-Oshkosh",-244313
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Vanderbilt University",21360
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Western University of Health Sciences",5910
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Wright State University-Main Campus",-22077
"Nursing and Health Professionals","Nursing Student Loans","Department of Health and Human Services","Health Resources and Services Administration","Yale University",5042
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Augusta University",469888
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Bemidji State University",498176
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","California State University-Fullerton",498809
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Cape Cod Community College",499940
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Chattanooga State Community College",-118070
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Duke University",489012
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Florida State College at Jacksonville",-21552
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Francis Marion University",452494
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Frontier Nursing University",499500
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Green River College",-212519
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Illinois State University",500000
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","La Salle University",-17549
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Lourdes University",485555
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Marquette University",498789
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Mars Hill University",500000
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Mercer University",496524
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Old Dominion University",-36232
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Oregon Health & Science University",499324
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Quinsigamond Community College",500000
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Robert Morris University",-5
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Saint Louis University",358723
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Samuel Merritt University",498211
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","San Diego State University",-28204
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Sistema Universitario Ana G Mendez",498391
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","St Lukes Hospital School of Nursing",448647
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Texas A & M University-Corpus Christi",499999
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Texas Lutheran University",488716
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","The University of Alabama",448479
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","The University of Texas Health Science Center at San Antonio",-672
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Trocaire College",466009
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Universidad Metropolitana",-8331
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","University of Arizona",498897
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","University of Maryland, Baltimore",494646
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","University of Massachusetts-Boston",-26329
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","University of Massachusetts-Dartmouth",319892
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","University of Nebraska Medical Center",-15986
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","University of North Carolina at Chapel Hill",499488
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","University of North Dakota",406781
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","University of Utah",495527
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","University of Wisconsin-Madison",418782
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Viterbo University",408656
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Wayne State University",433463
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Western Carolina University",-100360
"Nursing and Health Professionals","Nursing Workforce Diversity","Department of Health and Human Services","Health Resources and Services Administration","Western Michigan University",483847
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Dartmouth College",877678
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Duke University",881468
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","East Carolina University",880387
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Florida State University",781825
