"family","program_title","agency","subagency","Recipient","obligation"
"Education","Undergraduate International Studies and Foreign Language Programs","Department of Education","Department of Education","Western Kentucky University",94375
"Education","Undergraduate International Studies and Foreign Language Programs","Department of Education","Department of Education","Western Michigan University",129003
"Education","Undergraduate International Studies and Foreign Language Programs","Department of Education","Department of Education","William Paterson University of New Jersey",95000
"Education","Undergraduate International Studies and Foreign Language Programs","Department of Education","Department of Education","Worcester Polytechnic Institute",-30.63
"Employment Discrimination","Civil Rights Training and Advisory Services (also known as Equity Assistance Centers)","Department of Education","Department of Education","Indiana University-Bloomington",1633148
"Employment Discrimination","Civil Rights Training and Advisory Services (also known as Equity Assistance Centers)","Department of Education","Department of Education","Metropolitan State University of Denver",1552613
"Employment Programs","AmeriCorps","Corporation for National and Community Service","Corporation for National and Community Service","Arizona State University-Tempe",6308988
"Employment Programs","AmeriCorps","Corporation for National and Community Service","Corporation for National and Community Service","Orleans Technical College",539984
"Employment Programs","AmeriCorps","Corporation for National and Community Service","Corporation for National and Community Service","Relay Graduate School of Education",-6086.72
"Employment Programs","AmeriCorps","Corporation for National and Community Service","Corporation for National and Community Service","Sitting Bull College",114027
"Employment Programs","AmeriCorps","Corporation for National and Community Service","Corporation for National and Community Service","University of Hawaii at Manoa",2690050
"Employment Programs","AmeriCorps","Corporation for National and Community Service","Corporation for National and Community Service","University of Maryland-College Park",5347108
"Employment Programs","AmeriCorps","Corporation for National and Community Service","Corporation for National and Community Service","University of Notre Dame",392679.34
"Employment Programs","AmeriCorps","Corporation for National and Community Service","Corporation for National and Community Service","Western Washington University",2430578
"Employment Programs","Community Based Job Training Grants","Department of Labor","Employment and Training Administration","Central Arizona College",-341587.19
"Employment Programs","Comprehensive Centers","Department of Education","Department of Education","Rutgers University-New Brunswick",1428571
"Employment Programs","Comprehensive Centers","Department of Education","Department of Education","Temple University",1428571
"Employment Programs","Comprehensive Centers","Department of Education","Department of Education","University of Oklahoma-Norman Campus",3501194
"Employment Programs","Comprehensive Centers","Department of Education","Department of Education","University of Oregon",1499890
"Employment Programs","Employment Service/Wagner-Peyser Funded Activities","Department of Labor","Employment and Training Administration","John Tyler Community College",-149924.09
"Employment Programs","Environmental Workforce Development and Job Training Cooperative Agreements","Environmental Protection Agency","Environmental Protection Agency","Florida State College at Jacksonville",198790
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","Atlanta Technical College",-77098.3
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","Los Angeles Southwest College",-1589501
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","Manchester Community College",-244122.32
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","Midlands Technical College",-1708693.31
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","Ohio University",-93473
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","River Valley Community College",-1691528.13
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","SUNY College of Environmental Science and Forestry",-744.75
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","The University of West Florida",-502269.58
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","University of Central Florida",-271451.74
"Employment Programs","H-1B Job Training Grants","Department of Labor","Employment and Training Administration","University of Rochester",-23192.63
"Employment Programs","International Labor Programs","Department of Labor","Office of the Assistant Secretary for Administration and Management","American University",788858.98
"Employment Programs","International Labor Programs","Department of Labor","Office of the Assistant Secretary for Administration and Management","University of California-Berkeley",499928.85
"Employment Programs","International Labor Programs","Department of Labor","Office of the Assistant Secretary for Administration and Management","Vanderbilt University",-499928.85
"Employment Programs","International Labor Programs","Department of Labor","Office of the Assistant Secretary for Administration and Management","Williams College",-788858.98
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Assumption College",200000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Auburn University",400000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","California State University-Fresno",172814
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","California State University-San Bernardino",199357
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Central Connecticut State University",-36202.52
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","CUNY Hunter College",199167
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Drake University",199999
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","East Central University",199997
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Emporia State University",159870
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Florida Atlantic University",198115
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Florida International University",180000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Gallaudet University",150000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","George Washington University",545522
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Georgia State University",348668
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Hofstra University",349991
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Illinois Institute of Technology",199995
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Jackson State University",199997
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Louisiana State University",107190.9
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Louisiana Tech University",150000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Mercer University",196682
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Michigan State University",199555
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Mississippi State University",341292
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","North Carolina A & T State University",196567
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Northeastern Illinois University",199112
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Pennsylvania State University",200000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Pontifical Catholic University of Puerto Rico-Ponce",198348
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Portland State University",199724
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Rutgers University-New Brunswick",549999
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Saint Cloud State University",399202
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Salus University",150000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Salve Regina University",-11265
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","San Diego State University",749999
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","San Francisco State University",342752
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","South Carolina State University",750000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","South Dakota State University",138290
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Southern Illinois University-Carbondale",200000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Springfield College",199500
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Stephen F Austin State University",150000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","The University of Tennessee-Knoxville",-254533.06
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","The University of Texas at El Paso",197724
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","The University of Texas Rio Grande Valley",400000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Thomas University",199885
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Troy University",400000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Universidad Central de Bayamon",344640
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Arizona",499994
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Arkansas",550000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Hawaii at Manoa",200000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Idaho",200000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Iowa",192628
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Kentucky",199803
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Maryland Eastern Shore",198569
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Massachusetts-Boston",497679
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Memphis",199293
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of North Carolina at Chapel Hill",350000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of North Texas",199675
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Northern Colorado",191446
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Puerto Rico-Rio Piedras",200000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of South Carolina-Beaufort",344609
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of South Florida",199996
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Washington",-2412
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Wisconsin-Madison",199913
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","University of Wisconsin-Stout",190000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Utah State University",599015
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Virginia Commonwealth University",349998
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","West Virginia University",199998
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Western Michigan University",489337
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Western Oregon University",550000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Western Washington University",200000
"Employment Programs","Rehabilitation Long-Term Training","Department of Education","Department of Education","Winston-Salem State University",549073
"Employment Programs","Rehabilitation Services Vocational Rehabilitation Grants to States","Department of Education","Department of Education","University of Massachusetts-Boston",41238983.59
"Employment Programs","State Commissions","Corporation for National and Community Service","Corporation for National and Community Service","University of Hawaii at Manoa",265000
"Employment Programs","Technical Assistance and Workforce Development","Department of Transportation","Federal Transit Administration","University of South Florida",2000000
"Employment Programs","Training and Technical Assistance","Corporation for National and Community Service","Corporation for National and Community Service","University of Hawaii at Manoa",161537
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","California State University-Fullerton",-11634.22
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","Georgia State University",-62415.61
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","Grambling State University",-128934.93
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","Hamline University",-9084
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","Illinois State University",-43.46
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","James Madison University",-7783.64
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","Mississippi State University",-344341.82
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","Ohio State University",-14.86
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","The University of Texas at El Paso",-2652.73
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","University of Arizona",-286174.83
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","University of Dayton",-116638.02
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","University of Delaware",-19162.97
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","University of Louisiana at Monroe",-238794.87
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","University of North Carolina at Chapel Hill",-453750.17
"Employment Programs","Transition to Teaching","Department of Education","Department of Education","University of San Francisco",-31681.56
"Employment Programs","TRIO Staff Training Program","Department of Education","Department of Education","Colorado State University-Fort Collins",275155
"Employment Programs","TRIO Staff Training Program","Department of Education","Department of Education","Pennsylvania State University",275155
"Employment Programs","TRIO Staff Training Program","Department of Education","Department of Education","Sonoma State University",549129.92
"Employment Programs","TRIO Staff Training Program","Department of Education","Department of Education","University of Central Oklahoma",454006
"Employment Programs","TRIO Staff Training Program","Department of Education","Department of Education","University of Nevada-Las Vegas",454006
"Employment Programs","WIOA Adult Program","Department of Labor","Employment and Training Administration","John Tyler Community College",2089594
"Employment Programs","WIOA Adult Program","Department of Labor","Employment and Training Administration","Oklahoma State University",1520914.56
"Employment Programs","WIOA Dislocated Worker Formula Grants","Department of Labor","Employment and Training Administration","John Tyler Community College",2602646
"Employment Programs","WIOA Dislocated Worker Formula Grants","Department of Labor","Employment and Training Administration","Oklahoma State University",1421673.61
"Employment Programs","WIOA Dislocated Worker National Reserve Demonstration Grants","Department of Labor","Employment and Training Administration","John Tyler Community College",-471938.13
"Employment Programs","WIOA National Dislocated Worker Grants / WIA National Emergency Grants","Department of Labor","Employment and Training Administration","John Tyler Community College",-1421273
"Employment Programs","WIOA National Dislocated Worker Grants / WIA National Emergency Grants","Department of Labor","Employment and Training Administration","Oklahoma State University",-116191.97
"Employment Programs","WIOA Youth Activities","Department of Labor","Employment and Training Administration","John Tyler Community College",37269648
"Employment Programs","WIOA Youth Activities","Department of Labor","Employment and Training Administration","Oklahoma State University",21763644
"Employment Programs","YouthBuild","Department of Labor","Employment and Training Administration","Milwaukee Area Technical College",-12783.35
"Employment Programs","YouthBuild","Department of Labor","Employment and Training Administration","Mohawk Valley Community College",-86204.55
"Employment Programs","YouthBuild","Department of Labor","Employment and Training Administration","Santa Fe Community College",-1847.08
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Arizona State University-Tempe",19852.52
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Boston University",998728
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Brown University",-343221.98
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","California Institute of Technology",115000
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Case Western Reserve University",280000
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Colorado School of Mines",3106864
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Colorado State University-Fort Collins",2205579.01
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Columbia University in the City of New York",388414.11
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Cornell University",1350000
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Duke University",404878
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","George Washington University",1450539.01
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Georgia Institute of Technology-Main Campus",1662250.7
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Harvard University",476013.29
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Illinois Institute of Technology",406789.22
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Iowa State University",736210
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Johns Hopkins University",1907208
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Marquette University",632437
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","North Carolina State University at Raleigh",2686265.58
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Northeastern University",628203.19
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Northwestern University",32549.27
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Oregon State University",593750
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Pennsylvania State University",12894
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Princeton University",-13150.96
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Purdue University-Main Campus",2033407
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Rensselaer Polytechnic Institute",3688082.45
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Stanford University",604286.36
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Stony Brook University",2142236
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","SUNY Buffalo State",1443635
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Syracuse University",1200000
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Temple University",-972163.78
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Texas A & M University-College Station",1000000
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Texas Tech University",499808
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","The University of Alabama",1216655
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","The University of Tennessee-Knoxville",430000
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","The University of Texas at Austin",-8850.83
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Alaska Fairbanks",497133
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Arkansas",2163630
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of California-Berkeley",4418471
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of California-Irvine",1690928
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of California-San Diego",495014.43
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of California-Santa Barbara",2428244.87
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Colorado Boulder",5289719.01
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Delaware",2435318.33
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Florida",-478578
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Illinois at Chicago",1047717
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Illinois at Urbana-Champaign",998928.66
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Maryland-College Park",490497.69
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Michigan-Ann Arbor",-56994.24
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of New England",1119880.8
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of New Mexico-Main Campus",801978.47
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Rochester",184156.36
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of South Carolina-Beaufort",-1221404.55
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Southern Mississippi",999999
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Vermont",198990
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Virginia",1164571.77
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Wisconsin-Madison",2770584.59
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","University of Wisconsin-Milwaukee",2820128
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Valparaiso University",161800
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Virginia Commonwealth University",51904
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Virginia Polytechnic Institute and State University",3377342.05
"Energy Programs","Advanced Research Projects Agency - Energy","Department of Energy","Department of Energy","Washington State University",749595
"Energy Programs","Biodiesel","Department of Agriculture","National Institute of Food and Agriculture","University of Idaho",180874
"Energy Programs","Biomass Research and Development Initiative Competitive Grants Program (BRDI)","Department of Agriculture","National Institute of Food and Agriculture","Iowa State University",1469448
"Energy Programs","Biomass Research and Development Initiative Competitive Grants Program (BRDI)","Department of Agriculture","National Institute of Food and Agriculture","North Carolina A & T State University",-10135.91
"Energy Programs","Biomass Research and Development Initiative Competitive Grants Program (BRDI)","Department of Agriculture","National Institute of Food and Agriculture","Northwestern University",999913
"Energy Programs","Biomass Research and Development Initiative Competitive Grants Program (BRDI)","Department of Agriculture","National Institute of Food and Agriculture","Ohio State University",1999995
"Energy Programs","Biomass Research and Development Initiative Competitive Grants Program (BRDI)","Department of Agriculture","National Institute of Food and Agriculture","University of Hawaii at Manoa",-33795.53
"Energy Programs","Biomass Research and Development Initiative Competitive Grants Program (BRDI)","Department of Agriculture","National Institute of Food and Agriculture","University of Wisconsin-Madison",-41858.12
"Energy Programs","Biomass Research and Development Initiative Competitive Grants Program (BRDI)","Department of Agriculture","National Institute of Food and Agriculture","Virginia Polytechnic Institute and State University",609930
"Energy Programs","Electricity Delivery and Energy Reliability, Research, Development and Analysis","Department of Energy","Department of Energy","Arizona State University-Tempe",-2303.35
"Energy Programs","Electricity Delivery and Energy Reliability, Research, Development and Analysis","Department of Energy","Department of Energy","Illinois Institute of Technology",-25212.69
"Energy Programs","Electricity Delivery and Energy Reliability, Research, Development and Analysis","Department of Energy","Department of Energy","Michigan State University",-3488
"Energy Programs","Electricity Delivery and Energy Reliability, Research, Development and Analysis","Department of Energy","Department of Energy","North Carolina State University at Raleigh",-1037.16
"Energy Programs","Electricity Delivery and Energy Reliability, Research, Development and Analysis","Department of Energy","Department of Energy","Southern Methodist University",-15765.74
"Energy Programs","Electricity Delivery and Energy Reliability, Research, Development and Analysis","Department of Energy","Department of Energy","Texas A & M University-College Station",2049883
"Energy Programs","Electricity Delivery and Energy Reliability, Research, Development and Analysis","Department of Energy","Department of Energy","University of Arkansas",159000
"Energy Programs","Electricity Delivery and Energy Reliability, Research, Development and Analysis","Department of Energy","Department of Energy","University of Wyoming",-15411.16
"Energy Programs","Electricity Delivery and Energy Reliability, Research, Development and Analysis","Department of Energy","Department of Energy","Virginia Polytechnic Institute and State University",-5756.98
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Arizona State University-Tempe",296003
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Boise State University",243647.87
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Clemson University",256884
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Colorado State University-Fort Collins",-835.67
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Georgia Institute of Technology-Main Campus",315000
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Indiana University-Bloomington",314842
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Lehigh University",304075
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Louisiana State University",295675
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Massachusetts Institute of Technology",-185860
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","North Carolina State University at Raleigh",1331526.38
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Ohio State University",-352.85
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Oklahoma State University",275489.57
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Oregon State University",315000
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Pace University-New York",1180730
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Pennsylvania State University",1095519
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Rutgers University-New Brunswick",2000000
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","San Diego State University",255792
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","San Francisco State University",255907.28
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Syracuse University",262500
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Tennessee Technological University",312015.18
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Texas A & M University-College Station",315000
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","The University of Alabama",269966.99
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","The University of Texas at Austin",-8651.78
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","The University of Texas Rio Grande Valley",250068
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of California-Berkeley",-20560
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Dayton",293664
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Florida",274006
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Illinois at Chicago",2002266
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Kentucky",290891.19
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Maine",991983
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Massachusetts-Amherst",280000
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Miami",298140
