cluster_final,coc_number,coc_name,Total_Year_Round_Beds,density,weighted_income,weighted_estimate_median_gross_rent,rent_pct_income,land_area,estimated_pop_2018,total_homeless,homeless_individuals,homeless_people_in_families
7,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",826,13.60212397,11291,1084,1.152068019,23024.86,180040,1149,955,194
7,NE-500,Nebraska Balance of State CoC,657,11.62150311,15447,844,0.655661293,76167.6,317272,559,327,232
7,MN-506,Northwest Minnesota CoC,298,11.56410053,12617.96397,628.5933657,0.597808046,14723.67,170266,274,109,165
7,SD-500,South Dakota Statewide CoC,1356,11.22604603,16226,809,0.598299026,75811.02,304605,1159,836,323
7,CA-523,"Colusa, Glenn, Trinity Counties CoC",88,11.07685602,11072.84209,799.8857271,0.866862243,5643.93,62517,268,162,106
7,ND-500,North Dakota Statewide CoC,1034,10.66889389,13597.75,862.75,0.761375963,69000.78,415303,542,467,75
7,MN-504,Northeast Minnesota CoC,74,10.43790153,12319.74061,663.1366144,0.645925886,12016.4,125426,90,57,33
7,MT-500,Montana Statewide CoC,1290,7.031403732,14432,915.8,0.761474501,145545.76,574553,1405,983,422
7,AR-504,Delta Hills CoC,459,6.650340766,10241,671,0.786251343,11838.04,78727,57,51,6
7,WY-500,Wyoming Statewide CoC,698,6.004842361,16844,875,0.623367371,97093.14,178091,639,434,205
7,NV-502,Nevada Balance of State CoC,199,3.442975782,14159.03978,846.4441197,0.717374172,95587.37,329105,269,221,48
7,CA-530,"Alpine, Inyo, Mono Counties CoC",0,2.402673503,16542.31841,955.268526,0.692963467,13968.19,33561,157,145,12
7,AK-501,Alaska Balance of State CoC,805,0.769038724,16938.5,1153.5,0.817191605,568936.24,206581,922,620,302
8,CA-602,Santa Ana/Anaheim/Orange County CoC,2315,3961.965417,18914,1872,1.187691657,790.57,3185968,4955,3780,1175
8,NY-603,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",3320,2385.530219,22818,1769,0.93031817,1196.77,2839436,3868,992,2876
8,MI-502,Dearborn/Dearborn Heights/Westland/Wayne County CoC,190,2312.96981,8242,873,1.271050716,473.33,1753893,211,74,137
8,CA-502,Oakland/Alameda County CoC,1636,2172.088712,20041,1875,1.122698468,739.02,1666753,5496,4801,695
8,MA-599,"MA-510, MA-516 & MA-518 Shared Jurisdiction",100,1702.871666,19784,1676,1.016579054,948.23,1614714,NA,NA,NA
8,FL-601,Ft Lauderdale/Broward County CoC,1669,1540.581423,12987,1372,1.267729268,1209.79,1951260,2318,1856,462
8,TX-500,San Antonio/Bexar County CoC,2252,1499.168428,10806,994,1.103831205,1239.82,1986049,3066,2265,801
8,CA-500,San Jose/Santa Clara City & County CoC,1652,1461.170452,24964,2305,1.107995514,1290.1,1937570,7254,6267,987
8,FL-600,Miami/Dade County CoC,3009,1404.010075,10909,1349,1.483912366,1897.72,2761581,3516,2425,1091
8,TX-601,Fort Worth/Arlington/Tarrant County CoC,1859,1172.056884,17238.5,1087,0.756678365,1767.09,2223302,2015,1605,410
8,WA-500,Seattle/King County CoC,6445,982.9738557,20907,1674,0.960826517,2115.57,2233163,12112,9488,2624
8,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2229,791.6704067,14877.66667,1253,1.01064235,2540.1,2216467,2053,1340,713
8,CO-503,Metropolitan Denver Homeless Initiative,4357,671.5863586,22058,1477,0.803517998,4482.53,3197929,5317,3915,1402
9,OH-507,Ohio Balance of State CoC,3177,165.6705047,14363.70968,774.483871,0.647033855,37263.35,4356168,3133,1809,1324
9,IN-502,Indiana Balance of State CoC,4392,159.6801112,15259.12,834.16,0.65599589,35429.81,3926694,3576,2477,1099
9,NC-503,North Carolina Balance of State CoC,3278,130.6481313,13166,785.3333333,0.715783078,38676.42,3477476,2991,2074,917
9,GA-501,Georgia Balance of State CoC,2399,123.7744141,15209.6,972.3,0.767120766,55293.35,4686508,3730,2402,1328
9,CT-505,Connecticut Balance of State CoC,2339,627.6160826,16548,1096.571429,0.795193204,4217.47,2628842,3235,1848,1387
9,CA-608,Riverside City & County CoC,834,322.4725525,14219,1374,1.159575216,7206.48,2450758,2316,2087,229
9,NV-500,Las Vegas/Clark County CoC,2131,262.329261,12807,1130,1.058795971,7891.43,2231647,6083,5786,297
9,PA-509,Eastern Pennsylvania CoC,2256,149.1564161,13630.625,830.1875,0.730872576,20813.58,2460273,1998,1108,890
9,CA-609,San Bernardino City & County CoC,757,105.0386549,14557,1275,1.051040736,20056.94,2171603,2118,1593,525
9,WI-500,Wisconsin Balance of State CoC,3592,78.03127511,17210.84211,827.2105263,0.576760059,52386.7,2645201,3147,1497,1650
9,WA-501,Washington Balance of State CoC,4216,41.14702334,16138.28571,1001.785714,0.744901211,53894.98,1869902,5666,3730,1936
9,WA-501,Washington Balance of State CoC,4216,41.14702334,16138.28571,1001.785714,0.744901211,53894.98,251446,5666,3730,1936
10,NY-600,New York City CoC,76865,27959.56055,11290.8,1449.2,1.540227442,302.65,8398748,78676,33391,45285
10,CA-600,Los Angeles City & County CoC,15225,2337.819315,13649,1479,1.300315041,3954.17,10105518,49955,42079,7876
