"cluster_final","coc_number","coc_name","Total_Year_Round_Beds","density","weighted_income","weighted_estimate_median_gross_rent","rent_pct_income","land_area","estimated_pop_2018","total_homeless","homeless_individuals","homeless_people_in_families","CoC_program_funding","Other_program_funding"
"6","NY-608","Kingston/Ulster County CoC",115,160.5573543,14673,1163,0.951134737272541,1124.24,178599,464,160,304,632170.67,0
"6","TN-500","Chattanooga/Southeast Tennessee CoC",320,156.9069714,13477,837.5,0.745714921718483,4332,471013,623,498,125,2403486.23,142785
"6","AR-501","Fayetteville/Northwest Arkansas CoC",371,156.3189988,15117.5,851.5,0.675905407640152,3253.68,509569,474,348,126,-24496.68,0
"6","WV-500","Wheeling/Weirton Area CoC",108,154.1216848,10204.76337,596.3332782,0.701241085063984,941.12,145047,108,83,25,403829,0
"6","MS-500","Jackson/Rankin, Madison Counties CoC",464,153.2507308,17038,951.3333333,0.670031693837305,3725.47,496617,446,362,84,1774366.24,2919432.04
"6","AL-506","Tuscaloosa City & County CoC",176,153.1840363,9713,852,1.05260990425203,1321.75,208911,57,35,22,187087,0
"6","MD-513","Wicomico/Somerset/Worcester County CoC",218,151.3193755,12526,988,0.946511256586301,1430.98,103195,292,194,98,1433381.21,-33868.86
"6","IL-507","Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",535,149.3058608,13126.5,771,0.704833733287624,2661.57,312949,400,248,152,1728535.17,145529
"6","VA-513","Harrisburg, Winchester/Western Virginia CoC",307,144.0070762,20168.5,984,0.585467436844584,2498.53,169599,304,217,87,369777,0
"6","TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",418,141.602792,13310,788.6666667,0.711044327603306,4641.9,305723,798,525,273,104155,0
"6","MO-602","Joplin/Jasper, Newton Counties CoC",341,139.4157926,12440,768,0.740836012861736,1263.25,120636,275,227,48,305232.37,0
"6","MS-503","Gulf Port/Gulf Coast Regional CoC",94,137.4746829,8995.5,838.5,1.11855927963982,3505.54,349927,346,258,88,712630.5,353600
"6","CA-524","Yuba City & County/Sutter County CoC",294,137.1707515,14109,938,0.797788645545397,1234.25,174848,765,457,308,2490,0
"6","CA-520","Merced City & County CoC",148,136.9535445,12864,1023,0.954291044776119,1934.97,274765,514,456,58,578442,-186306
"6","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC",335,136.911114,16319,805,0.59194803603162,1909.75,199928,182,182,0,289947.48,-8137.45
"6","CA-519","Chico/Paradise/Butte County CoC",463,136.8056659,11455,1066,1.1167175905718,1636.46,231256,1125,946,179,375999.35,-30142.85
"6","WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",347,133.475391,11379,765,0.806749274980227,2090.7,180454,317,276,41,1082045.44,1581574
"6","MI-511","Lenawee County CoC",117,131.6429858,15576,783,0.603235747303544,749.55,98266,117,54,63,103083,0
"6","FL-505","Fort Walton Beach/Okaloosa, Walton Counties CoC",134,130.7637191,15547,1001,0.772624943719045,1967.87,278644,495,348,147,-73320.62,0
"6","AL-505","Gadsden/Northeast Alabama CoC",178,127.882184,10358.33333,699.3333333,0.810168946320247,2471.65,288163,146,119,27,0,-8567.03
"6","NY-514","Jamestown/Dunkirk/Chautauqua County CoC",106,124.2636032,10630,646,0.72925682031985,1060.23,127939,145,94,51,105264,0
"6","FL-508","Gainesville/Alachua, Putnam Counties CoC",381,122.617098,9053.5,881.5,1.16838791627547,3364.49,344119,756,643,113,601638.6,88513
"6","VA-508","Lynchburg CoC",172,122.1051934,16590,848,0.613381555153707,2113.44,160873,112,84,28,358375,0
"6","LA-500","Lafayette/Acadiana CoC",263,117.9293894,9259.333333,725,0.939592483293959,5550.44,396487,363,284,79,2359346,0
"6","IA-500","Sioux City/Dakota, Woodbury Counties CoC",301,117.349312,15836,801,0.606971457438747,872.83,102539,264,172,92,286712,140869
"6","AL-504","Montgomery City & County CoC",393,115.2664364,11152,865,0.93077474892396,3335.88,307650,369,272,97,2201879.66,1887841.08
"6","VA-504","Charlottesville CoC",109,114.063522,18114,1301,0.861874792977807,2140.36,108718,183,142,41,380123,0
"6","CA-525","El Dorado County CoC",165,107.1503853,18094,1346,0.892671603846579,1707.88,190678,645,477,168,9817,0
"6","CA-506","Salinas/Monterey, San Benito Counties CoC",882,104.5661993,18680,1511,0.970663811563169,4669.31,435594,3299,2683,616,1423839.96,114757.39
"7","MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",190,94.65885951,13542,760,0.673460345591493,1262.09,88571,204,103,101,482090.69,0
"7","LA-502","Shreveport/Bossier/Northwest CoC",430,94.18856771,11556,843.5,0.875908618899273,5142.45,370107,375,271,104,3316746.76,301036.71
"7","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C",273,89.41001656,10006,761,0.912652408554867,5060.82,191659,244,211,33,990402.02,160768
"7","MD-511","Mid-Shore Regional CoC",88,88.55101946,16100.88291,1033.884177,0.770554645565086,1509.13,133635,141,78,63,NA,NA
"7","NY-519","Columbia/Greene County CoC",35,85.756746,13514.63644,867.8172639,0.770557699649078,1281.87,109929,196,113,83,314394.48,0
"7","NY-523","Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",111,84.48791617,18584,997.5,0.644102453723633,4225.48,294428,257,225,32,1317611.4,0
"7","CA-614","San Luis Obispo County CoC",253,84.48509506,15385,1430,1.11537211569711,3298.57,284010,1095,993,102,887741.35,310357
"7","NC-516","Northwest North Carolina CoC",121,83.68923217,10966,617,0.675177822360022,2509.14,68557,449,206,243,303815.31,0
"7","NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",131,83.58201468,12860,753,0.702643856920684,3787.31,243277,233,119,114,1313543.16,0
"7","MI-512","Grand Traverse, Antrim, Leelanau Counties CoC",171,82.8088963,17669,956,0.649272737562963,1847.06,92573,235,169,66,452668.85,0
"7","TN-506","Oak Ridge/Upper Cumberland CoC",259,81.13507498,15888,912.5,0.689199395770393,6982.27,219468,258,150,108,612165.96,0
"7","FL-506","Tallahassee/Leon County CoC",759,79.57975275,9519,976,1.230381342578,5497.24,292502,909,640,269,1386383,5661329.99
"7","OR-500","Eugene/Springfield/Lane County CoC",571,79.12662087,12333,998,0.971053271710046,4553.12,379611,1641,1390,251,3470662.14,0
"7","NY-516","Clinton County CoC",125,78.53254324,13595,827,0.729974255240897,1037.85,80695,197,114,83,125780,0
"7","FL-604","Monroe County CoC",401,78.46188268,19211,1691,1.05626984540107,983.28,75027,973,724,249,175711,0
"7","NY-607","Sullivan County CoC",118,78.31386281,11581,888,0.920127795527157,968.13,75498,189,124,65,NA,NA
"7","FL-515","Panama City/Bay, Jackson Counties CoC",151,77.97055676,13748,1073,0.936572592377073,3869.14,185287,381,313,68,51047.1,0
"7","OR-502","Medford/Ashland/Jackson County CoC",335,75.77230515,13681,980,0.85958628755208,2783.55,219564,732,624,108,168777.33,0
"7","HI-500","Hawaii Balance of State CoC",1036,73.28788418,16772.66667,1380.333333,0.987559123536794,5821.89,440334,2035,1226,809,1596674,346740.81
"7","IL-518","Rock Island/Moline/Northwestern Illinois CoC",334,72.22230727,13562.5,752.5,0.665806451612903,9145.54,252907,198,138,60,153992.87,-9365.35
"7","VA-521","Virginia Balance of State (BoS) CoC",765,71.0943839,16189.33333,1056.333333,0.782984681185757,23897.19,245117,718,421,297,195426.07,450000
"7","NV-501","Reno/Sparks/Washoe County CoC",1001,69.80136044,16899,1097,0.778981004793183,6302.37,465735,1192,1051,141,-41813.17,552791.25
"7","IL-512","Bloomington/Central Illinois CoC",373,69.13776139,10092.5,769.5,0.914936834282883,7713.99,186830,387,248,139,2240073.98,34560
"7","OK-505","Northeast Oklahoma CoC",391,68.62178962,16916,834,0.591629226767557,6840.32,172094,392,232,160,337852.39,0
"7","AL-502","Florence/Northwest Alabama CoC",237,67.58119738,12116,632,0.625949158137999,3940.09,92387,256,166,90,392132.6,0
"7","MN-505","St. Cloud/Central Minnesota CoC",628,64.34833586,20452.66667,931.3333333,0.546432412942659,11292.32,391641,584,278,306,613793.32,0
"7","WV-508","West Virginia Balance of State CoC",939,63.50982425,11369.6,798.2,0.84245707852519,20219.36,449554,628,513,115,3068834.65,0
"7","AR-508","Old Fort Homeless Coalition",178,62.0143703,12570,684,0.652983293556086,4191.98,127753,231,212,19,NA,NA
"7","MN-502","Rochester/Southeast Minnesota CoC",502,61.57396538,15949.33333,894.6666667,0.673131583513027,11883.87,290227,497,232,265,918038.44,448663
"7","TN-507","Jackson/West Tennessee CoC",143,60.43186355,9556,785,0.985768103809125,11090.54,97605,1026,606,420,1437615.75,0
"7","NY-504","Cattaragus County CoC",50,60.00382161,12675,688,0.651360946745562,1308.35,76840,33,21,12,234268.7,0
"7","TX-701","Bryan/College Station/Brazos Valley CoC",163,59.90848254,8620,952,1.32529002320186,5443.77,226758,197,122,75,284427.56,0
"7","TX-604","Waco/McLennan County CoC",226,56.76091275,10001.87225,741.9785487,0.890207589324089,6438.11,365433,188,117,71,958776.27,0
"7","IL-520","Southern Illinois CoC",368,53.98793427,11018,667,0.726447631149029,10875.43,67056,282,144,138,1097676.24,0
"7","VT-500","Vermont Balance of State CoC",671,53.65601048,13405.68729,842.1960261,0.753885428965575,8680.09,465739,932,525,407,1614058.69,1049833.75
"7","FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC",119,53.06253244,11754,850,0.867789688616641,2543.32,70503,493,387,106,107984,0
"7","AR-503","Arkansas  Balance of State  CoC",564,52.41216431,10134.66667,771.6666667,0.913695566111796,16127.84,332518,768,666,102,233387.63,-203735.38
"7","CA-529","Lake County CoC",43,50.99724623,11858,1173,1.18704671951425,1256.46,64382,615,547,68,NA,NA
"7","LA-505","Monroe/Northeast Louisiana CoC",249,50.48559954,7819,766,1.17559790254508,7043.87,154475,187,76,111,1510221,-38988.77
"7","FL-517","Hendry, Hardee, Highlands Counties CoC",95,50.31041298,11817,794,0.806296014216806,5019.12,105424,453,292,161,160123,0
"7","NY-522","Jefferson/Lewis/St. Lawrence Counties CoC",75,49.12312272,12021.5,821.5,0.820030778189078,5223.65,219802,96,81,15,621049.2,0
"7","MS-501","Mississippi Balance of State CoC",764,48.78382937,10921.4,828.8,0.910652480451224,39692.21,486017,560,404,156,1785378.32,677515
"7","MD-510","Garrett County CoC",30,45.86153608,11604,630,0.651499482936918,647.1,29677,15,8,7,236927,0
"7","LA-507","Alexandria/Central Louisiana CoC",134,43.39541335,9677,819,1.01560400950708,7101.05,130562,177,152,25,443183.36,0
"7","CA-613","Imperial County CoC",182,42.8116171,9093,775,1.02276476410426,4176.6,181827,1493,1311,182,121691,0
"7","IL-515","South Central Illinois CoC",102,42.33771029,12044.92028,605.495646,0.603237512834747,9534.03,403649,92,44,48,887723.01,0
"7","OK-500","North Central Oklahoma CoC",213,41.55539379,10252,784,0.917674600078034,8160.12,153644,181,98,83,247395,0
"7","IL-519","West Central Illinois CoC",119,37.94970823,12997,748,0.690620912518273,5929.4,65691,67,23,44,590749,447804
"7","CA-522","Humboldt County CoC",398,37.88743803,11713,975,0.99889012208657,3567.99,136373,703,605,98,710804.3,0
"7","MN-509","Duluth/St.Louis County CoC",378,32.06982105,12634,777,0.738008548361564,6247.4,199754,425,261,164,3074554.23,484340.9
"7","OK-506","Southwest Oklahoma Regional CoC",304,31.44024097,12047,810,0.806839877147838,12991.09,120422,191,114,77,63212,0
"7","OK-507","Southeastern Oklahoma Regional CoC",348,30.2774451,10121,685,0.812172710206501,17642.77,68362,244,185,59,104251.58,0
"7","CA-526","Amador, Calaveras, Tuolumne and Mariposa Counties CoC",154,29.00276101,12709.14605,1006.562662,0.950398389984668,5284.29,153259,398,265,133,389982,0
"7","MI-513","Marquette, Alger Counties CoC",69,28.20445975,13082,784,0.719156092340621,2723.47,66516,70,34,36,272758,0
"7","MN-508","Moorhead/West Central Minnesota CoC",211,27.82500865,13221.20929,675.876884,0.613447864722517,8612.54,239644,246,112,134,789122.81,0
"7","OR-503","Central Oregon CoC",272,27.57139955,16205,1186,0.878247454489355,7778.06,191996,787,588,199,622882.74,-1401
"7","AR-505","Southeast Arkansas",223,27.23267106,8468,742,1.05148795465281,11300.03,68114,101,53,48,87512.11,0
"7","NY-520","Franklin County CoC",5,26.17465348,11493.39997,720.2754087,0.752023328776576,3423.35,89605,42,25,17,63586.59,0
"7","CA-509","Mendocino County CoC",138,24.92884318,12694,1100,1.03986135181976,3506.34,87606,880,829,51,1565630,-7677
"7","TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",402,24.74558937,15112.5,888.5,0.705508684863524,12965.26,200369,238,212,26,278241.51,0
"7","MN-511","Southwest Minnesota CoC",119,23.04104532,13855.12536,638.8403111,0.553303094270956,12064.47,277978,65,21,44,809629.38,0
"7","OK-503","Oklahoma Balance of State CoC",145,22.17073178,15684,859.5,0.65761285386381,20139.66,217126,233,47,186,329807.56,0
"7","CA-527","Tehama County CoC",41,21.36311705,11504,781,0.814673157162726,2949.71,63015,125,107,18,5524,0
"7","KS-507","Kansas Balance of State CoC",1264,18.56085377,13864.25,927.75,0.803000522927674,79592.19,343256,918,581,337,1776642.89,0
"7","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",826,13.60212397,11291,1084,1.15206801877602,23024.86,180040,1149,955,194,156591.46,0
"7","NE-500","Nebraska Balance of State CoC",657,11.62150311,15447,844,0.65566129345504,76167.6,317272,559,327,232,1362569.46,0
"7","MN-506","Northwest Minnesota CoC",298,11.56410053,12617.96397,628.5933657,0.597808046237431,14723.67,170266,274,109,165,740395.98,0
"7","SD-500","South Dakota Statewide CoC",1356,11.22604603,16226,809,0.59829902625416,75811.02,304605,1159,836,323,1243660,602337.4
"7","CA-523","Colusa, Glenn, Trinity Counties CoC",88,11.07685602,11072.84209,799.8857271,0.866862242519346,5643.93,62517,268,162,106,6469,0
"7","ND-500","North Dakota Statewide CoC",1034,10.66889389,13597.75,862.75,0.761375962935044,69000.78,415303,542,467,75,1666500.7,915045
"7","MN-504","Northeast Minnesota CoC",74,10.43790153,12319.74061,663.1366144,0.645925886324323,12016.4,125426,90,57,33,80391,27854
"7","MT-500","Montana Statewide CoC",1290,7.031403732,14432,915.8,0.761474501108647,145545.76,574553,1405,983,422,1988324.48,1827081.16
"7","AR-504","Delta Hills CoC",459,6.650340766,10241,671,0.78625134264232,11838.04,78727,57,51,6,0,141840
"7","WY-500","Wyoming Statewide CoC",698,6.004842361,16844,875,0.623367371170743,97093.14,178091,639,434,205,80534.78,775313.97
"7","NV-502","Nevada Balance of State CoC",199,3.442975782,14159.03978,846.4441197,0.71737417185221,95587.37,329105,269,221,48,48070.79,348034.44
"7","CA-530","Alpine, Inyo, Mono Counties CoC",0,2.402673503,16542.31841,955.268526,0.692963466660777,13968.19,33561,157,145,12,-54.18,0
"7","AK-501","Alaska Balance of State CoC",805,0.769038724,16938.5,1153.5,0.817191604923695,568936.24,206581,922,620,302,540217.18,270000
"8","CA-602","Santa Ana/Anaheim/Orange County CoC",2315,3961.965417,18914,1872,1.18769165697367,790.57,3185968,4955,3780,1175,20445737.31,537044.28
"8","NY-603","Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",3320,2385.530219,22818,1769,0.930318169865895,1196.77,2839436,3868,992,2876,4955862.59,3277315.17
"8","MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC",190,2312.96981,8242,873,1.27105071584567,473.33,1753893,211,74,137,125232,450000
"8","CA-502","Oakland/Alameda County CoC",1636,2172.088712,20041,1875,1.12269846814031,739.02,1666753,5496,4801,695,34456278.62,1688101.08
"8","MA-599","MA-510, MA-516 & MA-518 Shared Jurisdiction",100,1702.871666,19784,1676,1.01657905378083,948.23,1614714,NA,NA,NA,0,162765
"8","FL-601","Ft Lauderdale/Broward County CoC",1669,1540.581423,12987,1372,1.26772926772927,1209.79,1951260,2318,1856,462,9106576.18,52252.86
"8","TX-500","San Antonio/Bexar County CoC",2252,1499.168428,10806,994,1.10383120488617,1239.82,1986049,3066,2265,801,8120604.07,1436899.87
"8","CA-500","San Jose/Santa Clara City & County CoC",1652,1461.170452,24964,2305,1.1079955135395,1290.1,1937570,7254,6267,987,10689317.36,746920.27
"8","FL-600","Miami/Dade County CoC",3009,1404.010075,10909,1349,1.48391236593638,1897.72,2761581,3516,2425,1091,20783008.91,4182354.8
"8","TX-601","Fort Worth/Arlington/Tarrant County CoC",1859,1172.056884,17238.5,1087,0.756678365287003,1767.09,2223302,2015,1605,410,12228414.06,3115060.06
"8","WA-500","Seattle/King County CoC",6445,982.9738557,20907,1674,0.960826517434352,2115.57,2233163,12112,9488,2624,35879544.45,5839605.88
"8","FL-507","Orlando/Orange, Osceola, Seminole Counties CoC",2229,791.6704067,14877.66667,1253,1.01064234960441,2540.1,2216467,2053,1340,713,4512868.63,1391997.94
"8","CO-503","Metropolitan Denver Homeless Initiative",4357,671.5863586,22058,1477,0.803517998005259,4482.53,3197929,5317,3915,1402,26734609.31,5893764.54
"9","OH-507","Ohio Balance of State CoC",3177,165.6705047,14363.70968,774.483871,0.647033855393268,37263.35,4356168,3133,1809,1324,13586778.45,1542717.94
"9","IN-502","Indiana Balance of State CoC",4392,159.6801112,15259.12,834.16,0.655995889671226,35429.81,3926694,3576,2477,1099,7012510.82,1534718
"9","NC-503","North Carolina Balance of State CoC",3278,130.6481313,13166,785.3333333,0.715783077593802,38676.42,3477476,2991,2074,917,3175712.28,-633065.75
"9","GA-501","Georgia Balance of State CoC",2399,123.7744141,15209.6,972.3,0.767120765832106,55293.35,4686508,3730,2402,1328,1019895.34,1199186.82
"9","CT-505","Connecticut Balance of State CoC",2339,627.6160826,16548,1096.571429,0.795193204496012,4217.47,2628842,3235,1848,1387,34190966.74,4393789.81
"9","CA-608","Riverside City & County CoC",834,322.4725525,14219,1374,1.15957521625993,7206.48,2450758,2316,2087,229,10459755.03,1067514.8
"9","NV-500","Las Vegas/Clark County CoC",2131,262.329261,12807,1130,1.05879597095338,7891.43,2231647,6083,5786,297,9761700.75,1264091.14
"9","PA-509","Eastern Pennsylvania CoC",2256,149.1564161,13630.625,830.1875,0.730872575542207,20813.58,2460273,1998,1108,890,9274975.35,292420.4
"9","CA-609","San Bernardino City & County CoC",757,105.0386549,14557,1275,1.05104073641547,20056.94,2171603,2118,1593,525,6458339.76,941197.04
"9","WI-500","Wisconsin Balance of State CoC",3592,78.03127511,17210.84211,827.2105263,0.576760059278703,52386.7,2645201,3147,1497,1650,7182356.44,0
"9","WA-501","Washington Balance of State CoC",4216,41.14702334,16138.28571,1001.785714,0.744901210947764,53894.98,1869902,5666,3730,1936,6703036.6,3292579
"9","WA-501","Washington Balance of State CoC",4216,41.14702334,16138.28571,1001.785714,0.744901210947764,53894.98,251446,5666,3730,1936,6703036.6,3292579
"10","NY-600","New York City CoC",76865,27959.56055,11290.8,1449.2,1.54022744181103,302.65,8398748,78676,33391,45285,95796790.68,37977511.04
"10","CA-600","Los Angeles City & County CoC",15225,2337.819315,13649,1479,1.30031504139497,3954.17,10105518,49955,42079,7876,86883742.42,15731538.96
